RIDGE,NUB,CRACK,WEIGHT,DENSITY,OBSERVATION_NUMBER
-0.9124,-3.9767,-5.3129,-8.7164,1.4172,2453.0
1.3629,2.6305,-5.7245,3.4592,-1.0984,1888.0
3.8251,7.9653,-5.6165,-9.304,0.2014,882.0
-2.203,-1.2385,8.0984,-3.3185,3.9365,352.0
-9.2081,9.0702,-3.0283,10.1256,7.1448,1981.0
-1.1187,-3.6647,-6.3934,-4.5145,1.4098,1072.0
21.4066,2.4339,-7.0329,-34.0352,-6.9337,46.0
-5.0213,-9.7248,-7.0591,7.6005,-3.7136,3550.0
-0.4675,4.3456,14.7122,6.0515,-3.2802,1528.0
5.2279,3.2046,6.6474,-0.0795,-4.7711,902.0
4.0782,1.831,11.8254,-7.1064,-0.19,287.0
4.7,9.9889,-3.0941,-8.7512,0.1451,3738.0
7.5194,7.0495,-4.2749,-6.2987,-2.5172,482.0
-1.6323,-4.4646,-8.1703,3.8801,-0.6671,1291.0
1.0709,12.18,6.5475,0.6161,2.8743,1469.0
3.6372,-4.3193,6.8437,3.1219,-7.3995,1028.0
-6.4816,-4.5632,-12.5188,13.4321,-1.7258,2370.0
-14.4379,6.7095,8.4438,16.922,4.9698,1943.0
-8.3431,-0.4281,8.4341,12.9483,0.8176,3100.0
4.9671,13.7808,9.3359,-6.6562,1.4067,40.0
3.0336,-0.6538,7.6367,1.885,-3.7401,2142.0
-0.1534,-2.6226,-3.0064,3.9591,-2.6769,3389.0
9.6421,6.3201,-1.8123,-12.5556,0.896,80.0
8.727,0.9398,9.5029,-16.0505,-0.9976,1046.0
-5.6901,-9.4753,-4.6792,1.1163,2.0719,2414.0
5.9723,0.0489,8.757,2.391,-8.7624,2836.0
-4.0312,-12.2939,-10.398,9.4735,-2.691,753.0
-0.7744,1.9099,9.8779,-3.1219,3.4222,49.0
3.2991,1.723,-4.9384,-14.1439,2.9393,1302.0
-8.2081,1.5882,2.2341,12.357,1.4333,1128.0
0.6625,-1.0264,-7.4099,0.5162,0.6943,3515.0
0.0997,-2.1236,4.2243,-2.688,2.3795,1734.0
-5.0176,-2.7447,-11.2824,0.5933,6.9904,2197.0
-8.7816,5.5429,2.0104,13.2466,4.3543,3582.0
13.4421,-6.0448,16.0953,-16.6045,-5.7026,582.0
9.9667,2.8268,5.502,-2.9495,-7.4726,1353.0
0.4338,-7.7492,0.3578,1.6852,-6.0462,2116.0
-2.4645,-2.6559,1.6169,12.8574,-3.8949,3210.0
6.248,1.3019,-7.6563,-11.1208,-0.2334,2138.0
0.643,-3.1048,6.3187,-8.4843,1.8883,1766.0
6.026,1.714,6.6661,-7.5644,-0.2785,347.0
11.8223,11.5552,-6.9388,-20.2933,0.195,3521.0
-2.232,3.0662,-2.0008,0.1446,4.3481,3064.0
-4.0282,4.3899,13.9502,6.8103,2.6966,3347.0
4.5487,2.6286,4.2399,-7.4239,0.7621,222.0
2.2096,-1.4091,-6.8936,0.2017,-3.6602,425.0
3.7631,-2.3455,-1.8592,0.8708,-7.1065,2029.0
-9.2032,6.3359,-3.845,15.9185,1.5197,2976.0
1.4229,2.8626,9.3897,-1.2305,-2.0503,2306.0
-6.8113,3.4966,-26.4652,0.9902,4.0522,2754.0
-1.0764,8.3973,-2.3151,0.9973,-0.6245,3567.0
-5.699,-2.7782,-13.7289,13.6895,-0.6617,1180.0
2.7014,-3.8759,-7.2627,-6.2986,-0.4284,3847.0
-5.0874,6.3535,8.9369,1.1924,3.6278,513.0
-5.8758,-3.0103,-5.809,3.3735,0.5499,888.0
-5.3714,-3.0561,3.9842,9.623,0.8314,2733.0
6.3028,0.7538,2.0227,-8.5028,-2.9683,1294.0
-8.0006,-3.6744,-5.8151,8.1737,-1.2957,1720.0
5.2412,0.2975,0.24,-4.0836,-2.0937,2437.0
4.2764,12.0785,-2.8343,-11.6226,3.4956,1846.0
0.1615,-4.2743,1.0458,-3.6211,-1.468,839.0
-1.266,1.9976,-7.7648,1.9043,2.3096,3085.0
-8.361,-8.1337,13.9723,20.0769,-2.2907,290.0
2.8327,-5.1491,-3.5562,-0.4265,0.3398,1983.0
4.3183,7.0244,-6.188,-14.7745,4.6021,3441.0
-8.2926,-1.3198,11.8538,15.2255,1.0649,1176.0
-2.9362,-0.9161,-0.387,6.9783,1.6656,1883.0
-15.0963,5.786,-11.1613,13.0627,10.4934,581.0
1.5087,-0.5608,-3.0409,-0.3326,-2.5863,979.0
-13.2422,-5.23,1.0422,16.8046,2.0548,2957.0
0.5415,-5.5106,3.6611,-0.3257,-3.8133,269.0
7.6626,3.5587,-2.5525,-10.1262,-2.374,2110.0
-14.7654,-2.078,14.3132,21.7675,3.606,2942.0
-2.4533,6.4696,-22.7061,-4.3594,3.2438,2512.0
7.5362,2.1364,-3.2467,-6.694,-1.6911,3560.0
-6.1499,8.35,-4.0347,0.9435,6.1901,1541.0
1.692,10.2472,-21.9703,-10.2699,3.7251,3374.0
-2.1428,-6.0832,-0.7327,-0.0977,1.5296,1715.0
4.557,-7.228,-4.5664,-10.4861,-1.596,2203.0
-0.1648,-14.5984,-3.2329,0.8903,-1.7294,1089.0
0.3454,5.9856,-3.65,-2.1965,3.641,2615.0
0.4704,-4.6872,-8.874,-1.3418,-0.8774,2815.0
-5.2319,-4.6046,15.0575,6.6058,0.9998,2261.0
5.8874,-1.0886,-1.3042,-4.9466,-5.6095,876.0
4.3649,7.9495,-14.675,-19.2001,4.9743,2583.0
-1.8504,-2.6335,6.5446,6.6852,-2.0061,1095.0
11.8857,0.2922,-9.0872,-11.6738,-6.4077,1457.0
-12.0811,-1.3975,4.7444,23.9576,2.3006,3841.0
-3.513,6.5416,-6.9184,-0.153,3.7631,2124.0
8.2584,7.9181,5.2486,-10.3749,-0.832,3510.0
-9.287,-9.4527,2.4458,12.7388,1.3789,896.0
6.0569,-2.0971,10.4248,-3.433,-4.0096,1080.0
12.5006,-2.2629,5.7148,-16.0885,-4.2858,119.0
-2.1439,1.1395,-7.8472,3.5217,-0.9936,3331.0
7.118,4.4459,-10.8978,-12.795,0.1884,1789.0
-1.1385,3.8871,-3.7168,2.5553,1.0475,1827.0
6.805,5.8493,3.5327,-10.14,-2.2884,3420.0
12.83,-7.2467,-0.0177,-12.2615,-8.4893,3578.0
-0.8694,-6.5511,-12.3591,-1.9657,3.3832,279.0
-3.4781,6.8022,-1.3249,-4.252,5.7595,815.0
3.9715,-1.0902,-9.1957,-8.6562,-1.131,2782.0
-9.7616,-0.1439,-0.6747,14.5396,6.2656,3119.0
-4.4716,0.7062,-9.9865,4.9306,2.0553,2655.0
0.6442,-3.1695,-8.2716,3.6782,-4.0159,626.0
-7.8177,-1.1748,-2.3944,16.544,1.5173,1590.0
5.7547,-3.1741,-11.0962,-7.1908,-2.757,3077.0
-6.1289,-3.1162,3.0913,10.4672,-1.3066,1964.0
3.9693,4.9908,0.5323,-5.4026,2.2013,2786.0
2.4262,0.9235,-14.132,-6.3572,0.5381,1525.0
-1.7561,-0.6505,0.2544,-0.53,1.6984,925.0
6.2398,1.8732,-9.0328,-17.0336,1.4659,3223.0
-13.4593,1.2592,2.2633,22.9305,3.6818,2741.0
-2.7791,-4.9289,0.2624,9.4774,-2.8731,1082.0
-4.6206,-6.4035,-4.1153,13.8542,-3.3922,1413.0
-10.7242,4.9586,12.0617,15.6102,5.8166,3229.0
-1.8023,2.1635,7.6458,-1.3435,3.2497,2628.0
-4.0321,-3.9857,-6.2398,-0.545,2.3058,2441.0
7.2054,-0.1863,7.9592,-8.1458,-4.3313,2922.0
1.7531,-4.9185,-3.2117,-2.9122,-3.4019,2260.0
-3.9901,9.3335,1.1887,8.488,0.9777,3086.0
-3.9147,-1.2492,-0.8049,7.583,-1.1927,1142.0
4.1995,1.733,-20.4257,-8.9204,-1.1173,3588.0
3.0145,-4.7603,-5.3879,-6.3306,-0.2541,785.0
-8.0259,0.0175,6.6254,10.6989,4.8666,1470.0
-6.613,-0.152,6.6148,9.0317,-0.4701,1695.0
-5.4314,4.2396,4.1537,8.3553,2.7684,1091.0
-3.2558,-2.2969,2.5426,2.4602,3.1578,1133.0
-0.013,-2.6339,7.1555,4.1537,-3.102,793.0
-3.1163,9.9621,-4.7988,-0.1508,3.3598,2033.0
0.8669,-1.2344,10.3884,0.8948,-2.4443,1772.0
-7.0331,7.2446,0.945,18.3622,4.0438,3762.0
8.1727,2.6996,12.9595,-11.6165,0.4231,1701.0
-5.3213,-4.2058,-6.9011,5.0763,0.2627,797.0
-1.3814,5.6639,-1.4035,0.3563,0.411,3225.0
-3.0118,-0.3207,-10.3711,-7.7581,3.7043,3771.0
6.3953,-2.1654,-2.719,-14.9329,1.3786,1026.0
-3.5032,1.3033,-6.8548,-2.1165,4.9681,1466.0
-3.8842,-0.7856,0.3277,1.5706,2.4901,1192.0
-5.0763,-7.0325,5.0791,6.4172,-0.5472,1896.0
-1.2758,8.7801,4.0838,4.7031,0.8225,570.0
-2.547,-5.4932,1.0138,9.8124,-2.8514,864.0
2.0899,-0.4742,1.2917,-5.779,-0.3165,1168.0
1.7552,9.2534,-3.0899,-3.3593,0.5449,961.0
3.1284,-2.2886,-2.7624,-2.611,-2.1177,378.0
8.9769,-3.9857,-13.0652,-18.2395,-0.8167,1940.0
3.8116,3.6365,3.0172,-1.3799,-1.5373,910.0
11.7656,0.8508,-3.4672,-16.006,-1.9356,1564.0
-5.6324,-2.4795,-4.1627,1.541,3.2146,812.0
4.7087,-0.0018,1.4577,-7.9384,0.8593,1971.0
4.4772,4.4088,-3.86,-9.2421,-0.7389,932.0
9.2866,1.6918,-1.5847,-14.2428,-2.7931,2451.0
-5.0508,-12.1831,-17.8368,-0.743,0.003,651.0
-9.9574,3.2854,-1.2465,15.2994,4.6229,2684.0
1.8756,-3.7664,7.6259,7.3664,-3.539,2141.0
4.2486,-8.651,-3.4432,-3.6957,-4.2232,3410.0
-6.4395,-0.2982,-5.3321,-0.0637,5.4917,806.0
-8.1712,9.1041,-12.4997,2.947,8.0467,689.0
-4.0214,-9.28,-2.049,6.8561,-1.4515,1664.0
-2.7942,5.2238,-10.3573,-4.1111,5.7386,2703.0
3.1814,-1.5292,-16.3115,-10.1915,0.3485,1930.0
5.5901,3.5557,-1.1824,-4.2875,-1.8684,3662.0
8.9738,-1.4802,0.16,-13.7792,-3.2308,561.0
-17.8637,-1.8479,-8.2296,21.5986,8.3078,657.0
0.5096,-2.3697,-4.9886,-1.2641,-0.1604,507.0
6.6566,-5.5896,-9.9608,-17.0124,2.0062,1273.0
1.8346,-2.2605,1.2722,-5.1036,0.8829,3189.0
0.9704,3.6359,-14.212,-11.0497,2.7986,2614.0
8.443,0.8148,-4.7739,-10.9705,-4.8532,3273.0
9.1614,1.0114,3.3134,-17.9715,-1.173,478.0
3.1015,2.6773,5.3857,-7.9763,-0.5696,2874.0
6.1807,-0.5661,-4.9647,-14.7786,0.2728,2619.0
2.5399,-1.9939,8.1527,-6.5778,-1.842,232.0
11.7717,-3.5298,6.9955,-11.7919,-5.1258,2674.0
-3.4633,-2.8755,16.3716,4.2894,1.3815,3220.0
-0.5757,0.0139,-0.1297,0.4639,0.6403,1141.0
9.4689,4.6598,11.5195,-8.5496,-3.5232,2147.0
-10.491,-5.4359,-12.3552,9.9965,3.2749,2702.0
7.1633,-0.9091,0.7957,-7.4278,-2.273,3809.0
-0.1125,3.1027,-14.4177,-2.8102,3.6648,1698.0
2.8528,-3.7621,8.1415,1.1923,-2.8576,2359.0
-4.1672,-1.1167,-5.6642,12.1025,-1.571,1225.0
-0.8977,0.5997,9.8267,-1.5568,2.2194,1219.0
-0.1479,-4.278,-3.3853,2.5211,-0.6592,790.0
-10.0551,-1.5907,8.9068,11.6581,4.8309,1548.0
7.7112,4.6946,10.149,-8.2606,-0.8072,2918.0
0.3312,-4.4714,21.6687,5.6396,-7.2362,3686.0
0.6623,9.4534,12.4363,1.868,0.2791,3790.0
-3.0386,0.295,18.8524,13.4252,-3.0301,3390.0
-4.8352,7.0073,-15.0143,4.9014,6.6045,2010.0
14.9897,13.9724,-1.3434,-22.6786,1.149,3271.0
3.9705,5.9491,1.7198,-9.666,3.0348,140.0
7.5857,1.757,1.8629,-11.1595,-1.4396,2099.0
-2.4305,7.9876,-6.9287,-0.8353,2.0147,2621.0
3.2532,-6.2585,-14.7937,-5.3152,-1.0289,1169.0
0.6957,-5.522,-1.8444,-8.3315,0.6981,3028.0
5.1091,0.5208,-10.5688,-13.2244,0.5303,1684.0
3.0082,-5.0975,-2.3145,-1.0784,-4.1399,1463.0
-4.9803,-3.6967,-0.455,1.8995,3.489,928.0
3.3617,-0.8554,9.6142,-8.2217,-0.6939,3608.0
-0.3037,-0.5537,-9.4477,3.46,-1.055,832.0
-4.178,-7.8872,4.8505,12.1573,-1.3301,121.0
3.6766,4.7013,2.6467,-11.559,1.5258,2396.0
-5.6429,-6.7469,-1.1474,-0.47,3.7396,3444.0
7.9109,-5.2762,0.2691,-7.5176,-5.7067,856.0
-3.711,-3.2946,-8.6236,-0.7875,4.0557,1593.0
-2.1137,-6.48,0.903,6.0765,-1.5344,1066.0
-0.2579,-7.3354,-0.3455,-1.3083,0.2654,346.0
-0.7589,-3.8612,0.1425,1.2778,1.6865,3435.0
-1.5222,1.2402,-6.1704,0.3443,0.4209,1289.0
-7.1323,3.577,-19.9276,2.5812,5.4434,659.0
-2.0346,-4.0578,2.0495,6.8182,-1.3542,2154.0
-13.324,2.8578,15.174,18.0115,4.8229,2565.0
10.839,-6.094,-12.6395,-15.2504,-4.6898,1254.0
-0.2589,-3.0798,-12.8277,-0.929,-0.4404,1324.0
-1.4911,-0.7073,0.2577,-0.4026,1.9635,1446.0
-11.8315,1.6733,11.7404,13.7719,6.9798,1002.0
-10.4275,4.2874,0.834,14.7994,2.2461,3125.0
3.1328,9.382,-2.2932,-11.0118,3.7658,1526.0
9.2195,-4.2511,-11.5996,-15.7289,-2.5511,2089.0
-14.3148,-4.0256,3.657,18.3704,5.2366,844.0
-0.9717,-6.9418,-9.4143,0.09,0.9431,2343.0
9.6694,-0.9123,-4.9092,-17.2143,-2.5867,2690.0
13.6923,-0.8376,1.7667,-15.3343,-6.5555,476.0
-3.1149,-7.2182,-0.444,3.6748,-0.963,2860.0
15.5526,13.1824,-4.8531,-23.2795,0.2581,2653.0
-7.8587,7.1324,3.0838,10.3166,4.7185,231.0
-2.9029,-4.5619,-11.3752,1.8291,-0.586,1532.0
8.3252,3.7257,-9.907,-15.4439,-0.7697,1825.0
-4.1391,-0.8844,0.8308,1.097,3.0953,975.0
4.1681,9.5884,-15.2256,-13.7427,4.837,2508.0
5.2781,2.9167,4.6422,-7.775,-0.6141,2551.0
10.6536,3.0634,-1.1699,-15.371,-1.1028,746.0
2.8763,7.7809,-0.5671,-6.1302,1.3973,813.0
8.0289,-2.8578,-2.6907,-16.3645,-1.5875,1737.0
8.5759,6.7841,-1.2478,-15.5499,1.5642,154.0
2.8557,-2.6721,9.0896,-0.5446,-2.6213,1756.0
-1.9104,3.7605,11.007,9.8054,-2.5268,3643.0
-1.7557,-0.6837,10.1624,5.9011,-2.3444,3472.0
5.8468,-4.3696,-2.8431,-6.8704,1.1567,597.0
6.1841,7.1401,15.1838,-3.0393,-1.8949,1835.0
-2.4767,-3.4809,4.5047,12.407,-2.2226,1601.0
-4.7986,7.9467,2.974,1.7791,4.765,2282.0
-7.9677,1.7333,8.7076,3.4483,3.0827,617.0
3.636,-0.8941,0.4644,2.6196,-4.5816,3152.0
-10.1711,5.6571,-4.86,14.1979,5.4283,1945.0
9.4844,2.5957,-17.3816,-17.3802,-0.3382,704.0
-7.5522,-13.3378,2.6015,10.9367,-1.7605,3156.0
4.3451,3.4553,-0.0143,-9.651,-1.3327,3496.0
6.4047,-7.882,-5.9688,-6.3494,-6.9219,2465.0
-2.0701,-5.5403,-8.5507,1.5258,0.3383,2878.0
-1.3783,1.6117,2.7687,3.3655,2.5632,2760.0
-1.3503,-5.9906,-11.318,5.5905,0.0957,3633.0
-7.9837,-3.3528,15.593,9.3609,0.1357,1465.0
-3.0327,-2.7739,-4.1792,-0.0634,1.8164,1915.0
-1.9713,-0.5787,-4.7546,4.3978,2.0802,3551.0
0.6354,-9.2552,-6.0952,-4.4533,-0.684,485.0
7.2893,2.5327,-9.9288,-7.0259,-4.8926,146.0
2.5573,7.3695,3.9334,-7.9664,2.5596,1901.0
13.3808,-3.9448,-2.1545,-13.9231,-4.537,502.0
10.5537,1.0961,1.2288,-15.5199,-4.8925,2003.0
-4.8553,-3.6576,-7.5661,11.3577,-1.344,2212.0
-2.7418,-7.3617,3.145,6.3453,-1.5565,2014.0
-4.6236,8.66,0.978,4.4233,4.0954,827.0
3.8287,1.9606,-16.1053,-12.4013,0.5463,3034.0
-9.1317,-2.5685,9.1289,17.0967,-0.5416,2005.0
-5.2616,-2.0915,8.5828,14.6644,-3.9225,2307.0
4.5072,-1.6462,-6.0329,-11.5112,-0.4677,533.0
-4.8318,-0.3136,-3.7346,15.7524,-1.1045,566.0
-5.9104,9.5422,1.938,7.0078,4.0338,2223.0
-2.1991,-0.6328,15.6395,3.0605,-1.6744,348.0
5.4962,0.1315,-2.5249,-14.0064,1.8157,1356.0
4.9022,3.035,-1.539,-5.4346,-1.1585,2546.0
-2.6341,-1.1472,-13.0313,1.28,2.7302,969.0
-7.9111,-4.1852,3.1103,11.6406,-0.3893,450.0
3.016,2.2397,3.8128,-2.4748,-3.2757,2421.0
6.6652,-7.0117,-8.653,-8.74,-5.2633,1492.0
9.6482,11.2497,3.6486,-18.2151,2.4619,1496.0
7.8778,-0.376,1.1182,-19.705,2.7611,1995.0
-6.4392,4.559,5.3776,17.5297,2.2229,2987.0
-8.9771,7.4887,-11.1598,9.3364,5.9366,211.0
6.0561,0.5155,15.6692,-6.3722,-1.9492,1960.0
-7.8667,-4.1927,2.5992,14.4587,2.8716,2963.0
-7.372,-5.2017,-0.9637,11.5778,-0.4043,81.0
-5.5379,-9.3261,3.6053,8.2491,-0.985,3048.0
5.2258,2.7109,6.592,-4.3267,-1.562,1744.0
1.5178,-4.5587,-1.9713,-6.6867,-3.5495,1118.0
6.7928,-0.9839,6.8792,-4.2664,-6.32,1431.0
-0.1269,6.7211,14.3671,5.8184,-1.2093,3658.0
0.6761,2.7487,3.6979,-3.0626,0.6291,629.0
-3.7172,-0.7828,-3.0093,0.8207,4.885,1340.0
0.337,-4.7507,-1.229,-0.8848,-2.453,3285.0
-0.9923,-3.162,7.0959,-4.2747,1.3035,2639.0
-13.3701,-6.1705,8.6595,26.5087,-0.0844,1320.0
-3.3743,-2.2798,3.473,0.8769,3.3869,3648.0
-0.0058,-0.4346,-13.7963,-2.8562,0.5471,3428.0
8.7752,-0.7978,-10.9038,-17.4047,-1.7592,3464.0
8.5269,-6.322,-7.5632,-16.7671,-1.4651,357.0
4.043,5.4403,-11.2918,-3.7672,-0.9726,3287.0
-5.8417,-1.7129,0.6747,14.6206,-0.8979,1612.0
10.0658,6.6234,-8.6165,-15.8068,-1.7077,32.0
-1.5094,-3.8698,2.2793,4.2784,-3.4466,410.0
6.8491,2.4814,6.6198,-14.7668,0.016,3083.0
-1.2899,2.9169,16.1309,-0.7566,2.688,3795.0
-12.3796,-12.829,0.2953,26.3079,-0.7954,1520.0
-4.739,6.3682,-4.7492,-0.6301,7.3353,1562.0
3.5354,5.9239,-11.2709,-3.3544,-0.3355,1538.0
9.6547,-6.271,-4.106,-8.8028,-8.0455,2206.0
1.7152,-3.4081,-1.3733,-5.0511,-1.0195,853.0
6.2367,-3.6117,1.7652,-15.3599,-1.2114,2696.0
-1.3294,-4.4766,-7.1048,-8.536,1.0719,2791.0
-0.1088,-5.3274,-1.3741,-0.2801,-0.9612,2876.0
5.7276,-3.0338,6.7049,-9.6236,-1.3985,632.0
-0.8826,1.4592,-15.5809,-0.2227,-0.0267,1859.0
-3.397,-0.1924,-1.0843,11.4675,-2.0867,1376.0
-6.0603,-2.9784,-19.8105,4.479,4.4904,1686.0
3.0976,5.4185,-15.371,-12.1309,2.0202,1478.0
1.469,1.2921,5.8524,-11.7664,2.0916,1422.0
1.2846,-3.8614,-0.8627,-7.6648,1.2231,3459.0
0.1134,-2.5121,-9.5668,0.6495,-2.9265,917.0
-0.7531,7.6108,-1.0126,4.9062,-2.4096,3820.0
-4.2672,-0.4833,0.6688,12.1433,-2.5137,433.0
-5.0578,-4.0492,6.2728,11.1558,-0.8063,509.0
-14.6927,2.0208,15.9246,21.3322,3.5401,3326.0
4.8555,10.4647,-3.3448,-1.6606,-4.6018,3479.0
3.586,-3.4128,8.196,1.8296,-7.0962,1609.0
12.4883,5.449,-14.4436,-19.9777,-1.2398,762.0
4.5227,-1.8016,2.3693,-3.7711,-3.7628,462.0
4.2838,-2.5738,0.5045,-11.1078,-0.8272,3274.0
-11.3998,-5.6573,5.8625,11.9644,2.9862,2788.0
0.4,-3.7699,0.6939,-4.1838,-0.1259,285.0
8.9666,8.9083,-14.6982,-17.7824,2.5874,3497.0
0.8668,-4.2072,6.1433,5.3336,-4.5733,2389.0
0.0472,-6.2895,-14.5511,0.6116,0.6772,996.0
-1.271,9.4729,-8.258,3.0203,3.7469,249.0
8.9202,-6.5928,-2.3679,-15.6252,-2.2661,747.0
-6.883,6.769,8.0242,13.8044,2.0308,1008.0
7.6594,-1.594,-12.2243,-6.9969,-1.115,726.0
-2.9937,-5.0103,-7.6616,3.938,-1.1558,1702.0
0.1635,-3.5048,10.1611,6.4626,-3.7263,465.0
-1.3478,-5.2565,10.3169,7.6407,-1.2393,2234.0
5.9069,1.104,-13.5026,-16.4246,5.1442,635.0
0.3629,-4.7182,-4.0922,-3.0344,0.5519,1565.0
9.027,-4.2954,0.4308,-16.42,-4.1853,183.0
-1.0094,4.7241,-15.583,-7.1606,4.7587,2224.0
4.5633,7.4086,9.3003,-5.1826,0.3728,1764.0
2.554,5.4932,6.5001,0.3611,-3.5095,1798.0
-3.5251,-8.6005,0.1993,4.1078,0.7295,2526.0
-1.7905,-0.5514,0.2141,-0.5039,1.4401,620.0
8.2964,-0.561,-0.5695,-20.4661,-0.7858,1654.0
6.4697,3.6242,-0.5703,-13.7067,1.066,3498.0
-8.3585,7.7057,-4.6954,8.3711,7.8698,1029.0
5.7251,1.5802,-6.4281,-20.5816,5.0649,1651.0
-1.0542,-0.0212,-0.0758,0.1699,0.4974,2363.0
12.3813,-0.7039,6.4976,-15.8671,-5.1594,1481.0
-4.8658,-1.761,2.8238,9.9013,1.0468,1077.0
1.9921,7.7271,-6.2274,-6.8472,1.2121,692.0
-1.2925,7.4158,-0.9734,9.4191,-2.1937,2406.0
0.8996,1.7153,3.7261,-5.3735,-0.292,1238.0
-1.6537,-4.9969,-3.6322,10.1296,-1.0192,3788.0
-1.8781,-1.1197,1.5294,-1.0549,2.2851,1563.0
-0.2618,5.4011,-2.3351,-0.5161,3.933,2775.0
12.3157,2.4377,6.5832,-16.8116,-1.4173,2606.0
1.9051,4.1157,9.6896,-3.7765,0.8883,3415.0
-8.4535,-8.8328,-10.403,7.7087,1.1802,1760.0
-4.7597,1.1619,9.7892,3.6794,0.3178,2515.0
2.3734,-5.4566,-13.6933,-6.6835,1.0151,1380.0
-4.9767,-6.8268,5.3427,4.5984,-1.2872,2991.0
-5.3177,1.1954,9.7085,13.6311,0.8185,2657.0
8.0918,-0.2794,-5.331,-10.2521,-2.8723,1292.0
5.7618,6.6093,7.2591,-6.728,-0.5027,2301.0
2.8907,-4.8482,1.0225,-7.0251,-0.199,789.0
-6.883,0.7044,2.9494,12.0593,3.2577,2623.0
3.357,-11.7048,5.1325,-0.6852,-4.0651,1132.0
-1.2016,-7.6392,1.0428,4.4032,-2.7931,3166.0
-14.0259,4.2659,12.4618,18.1531,6.161,3076.0
2.5159,-4.4634,-1.6844,-0.2637,-5.8823,794.0
-2.065,-6.13,-12.858,3.205,-1.1503,916.0
-9.1834,-1.297,-4.0563,3.0649,6.6757,3317.0
-12.3993,4.4085,8.3672,15.2134,6.1846,2691.0
-4.6677,3.8695,-17.458,8.4229,0.7779,1244.0
9.0831,8.4045,-5.9752,-10.0014,0.0374,1696.0
4.9025,4.4116,-0.4837,-0.8029,-1.0301,1591.0
-1.8022,-3.2724,-1.6665,9.7004,-2.4484,384.0
-2.5245,-6.8633,-2.8037,8.4631,-3.4126,3.0
-13.884,-3.3957,-12.2645,15.0634,7.7837,562.0
-1.6976,-1.5063,-6.3446,0.1172,2.0668,2165.0
1.9511,-1.6801,-1.8326,1.9404,-4.1118,468.0
-2.3426,-3.3562,-2.4094,0.9312,2.2883,3756.0
-1.0654,3.6308,2.5931,2.2916,2.2905,139.0
7.3316,4.0688,-1.2585,-5.7994,-3.5979,1738.0
-11.883,0.6949,-2.2401,17.1639,1.7846,159.0
-12.8234,1.6206,-7.2006,17.6196,4.6088,1508.0
0.8352,0.6875,1.5282,5.4416,-3.6584,1884.0
6.6594,-4.892,-0.4206,-6.2968,-2.9252,610.0
7.1823,-2.6548,0.2447,-10.8065,-4.7775,3839.0
0.3549,5.1563,4.1591,-4.3554,2.4669,1345.0
-17.7533,2.13,13.4149,28.7967,2.1056,2594.0
-1.8569,-3.5884,-6.5285,-3.8276,1.2931,2948.0
-10.8543,2.6105,7.9125,13.6383,7.18,193.0
7.0958,3.125,-5.4132,-10.5419,-2.2704,3078.0
-1.7144,1.8054,-10.7101,-2.6664,4.8461,852.0
1.1597,0.8277,3.895,-3.0671,1.8034,189.0
-2.1366,-2.7989,-3.452,4.0348,-2.4852,1958.0
7.8429,-0.8005,-11.6479,-15.3561,1.7336,3234.0
6.568,-3.8812,-17.1453,-12.7369,-1.0552,2035.0
2.9963,-9.2098,-1.2634,-3.5429,-3.5279,1694.0
14.0662,11.324,1.6413,-17.2475,-3.2715,1449.0
4.6748,-3.2723,3.8827,-6.744,-1.3105,73.0
6.0526,5.9951,-0.2573,-12.6571,1.8779,2910.0
-0.6542,1.8005,-3.3732,4.2505,0.4934,2795.0
0.8478,-7.6184,5.6686,1.0885,-2.8738,560.0
6.7949,3.1785,-3.1267,-6.055,-3.472,3105.0
0.4474,-0.7688,-10.6784,0.2387,-2.2923,947.0
-0.1259,5.8418,10.7825,9.1833,-2.3232,2627.0
0.3717,0.82,-0.5566,1.3884,-0.875,302.0
3.1784,-4.9697,10.6344,-5.6713,-0.4449,294.0
0.1884,-6.8996,-0.1883,-4.7303,0.0281,116.0
3.8568,-3.5078,15.1134,0.9758,-4.1197,3297.0
-8.6735,6.7725,-1.377,11.7573,6.1007,3364.0
7.6345,-1.8977,-17.7188,-17.5809,-0.2565,1017.0
7.0013,-1.58,-12.3045,-11.55,-1.661,1007.0
10.7387,-5.6428,-4.6106,-8.1245,-7.08,1512.0
-4.4115,1.7432,7.3868,7.17,0.8739,426.0
-9.3543,-13.014,-8.798,17.6333,-0.0968,3074.0
4.3028,4.6593,-7.4955,-12.5194,0.6143,1711.0
14.6011,-0.336,9.1019,-22.924,-2.6371,2271.0
0.1342,6.2518,3.8305,1.4181,-0.0161,1618.0
-3.4817,0.8097,1.6367,9.1204,-0.1644,3760.0
-11.1965,-7.6938,-9.9545,8.5774,6.5457,3749.0
-1.7666,1.8309,-11.5613,-0.1556,3.3173,2827.0
-3.7986,-5.9923,-14.7237,-2.043,4.2869,239.0
0.5969,2.6026,-10.4637,-4.8245,1.9949,1195.0
-11.9244,-2.442,10.5018,19.4683,1.3434,1947.0
8.477,-0.9099,3.0715,-12.0048,-1.2653,2247.0
0.4394,-4.9679,-3.0374,-6.4999,1.7076,524.0
-5.2393,-1.8725,4.4613,14.3148,-2.3106,288.0
-4.0518,1.0471,5.8873,8.1478,0.1571,2399.0
6.2244,3.2726,6.0317,-7.1905,-2.7438,987.0
