year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
63.0,11.0,2.0,7.08,4.88,6.46,2.83,5.17,1.67,6.0,4.83,4.54,5.0,7.58,8.79
65.0,5.0,17.0,12.04,13.92,8.29,5.83,12.21,7.71,6.83,10.63,6.75,8.42,19.0,19.38
67.0,6.0,21.0,13.04,12.62,13.25,8.67,14.67,8.67,11.34,10.63,9.46,10.41,14.67,17.5
73.0,3.0,19.0,5.88,3.13,8.33,3.17,4.75,2.29,3.67,2.5,4.67,0.37,4.12,4.75
73.0,9.0,20.0,5.13,6.79,9.42,3.75,5.71,2.54,2.96,3.92,3.63,2.96,6.17,8.54
61.0,5.0,22.0,6.25,3.67,5.33,2.5,4.17,3.79,2.42,4.21,4.63,5.37,8.21,10.92
69.0,6.0,22.0,9.17,8.5,10.67,5.0,7.67,7.33,4.17,5.66,5.41,5.79,10.25,13.04
63.0,2.0,12.0,7.17,2.96,5.79,4.33,4.08,0.13,5.21,1.63,2.42,1.79,7.29,5.09
66.0,7.0,3.0,8.21,3.71,6.0,3.54,3.17,0.58,2.88,1.0,2.04,2.83,8.63,6.25
74.0,9.0,29.0,14.12,10.96,8.5,3.96,8.5,4.0,7.83,7.71,5.79,7.33,12.62,11.12
69.0,10.0,30.0,7.04,3.88,6.75,4.58,10.46,4.58,11.58,10.46,9.59,8.5,16.21,25.17
69.0,11.0,11.0,9.08,6.08,10.67,3.96,5.66,2.83,5.79,2.21,3.42,2.46,5.83,9.75
66.0,6.0,29.0,7.75,4.0,7.41,2.58,6.21,2.67,4.46,2.21,4.58,3.25,11.29,6.96
63.0,9.0,13.0,6.5,6.54,8.04,3.67,7.79,6.5,9.79,10.54,8.63,9.96,16.25,19.55
67.0,9.0,28.0,18.12,18.41,15.79,10.17,14.12,9.75,11.21,12.96,8.71,10.21,19.04,19.55
69.0,10.0,7.0,10.67,11.04,14.12,5.88,12.67,9.08,10.79,12.54,10.29,12.75,21.75,23.67
64.0,9.0,2.0,8.75,10.67,9.96,5.54,10.88,8.0,10.0,8.46,6.67,7.96,10.54,12.71
63.0,10.0,24.0,6.25,9.83,6.71,2.96,8.71,5.25,4.83,7.75,4.33,10.08,15.5,13.5
75.0,8.0,23.0,9.5,6.92,8.63,4.88,8.58,5.09,6.29,7.96,8.08,7.21,11.63,13.37
73.0,4.0,1.0,17.41,17.08,13.59,8.04,12.0,10.04,12.42,10.88,11.63,10.83,14.58,18.34
65.0,2.0,4.0,6.63,2.75,12.0,4.0,3.96,3.08,3.63,3.25,2.42,3.88,7.46,13.42
77.0,9.0,22.0,8.92,11.42,7.0,1.87,7.54,3.29,5.0,3.67,4.83,4.08,8.63,9.71
68.0,1.0,31.0,20.67,21.0,18.0,13.21,17.46,10.58,16.0,14.67,12.92,12.0,17.25,25.25
75.0,1.0,9.0,14.71,14.79,12.25,6.29,12.29,8.5,14.25,15.71,13.5,12.29,19.87,20.62
69.0,7.0,16.0,11.42,10.34,8.12,6.38,12.12,7.5,9.0,8.5,9.13,8.33,13.04,15.75
63.0,7.0,7.0,7.0,7.83,5.83,4.88,5.17,4.5,6.46,7.75,5.54,7.12,9.46,11.21
68.0,6.0,3.0,10.96,9.83,8.08,5.04,8.46,3.58,3.29,6.29,3.83,3.13,14.46,5.0
71.0,6.0,16.0,12.42,7.96,9.42,6.38,12.54,6.92,9.75,6.96,10.46,8.25,10.54,14.88
68.0,7.0,26.0,3.71,2.46,5.13,2.92,5.75,1.0,4.54,3.17,1.87,2.54,4.38,6.75
67.0,8.0,23.0,4.33,5.21,4.25,1.42,4.04,1.33,3.92,4.75,1.87,1.25,10.08,4.12
72.0,10.0,31.0,10.71,6.25,11.04,3.88,4.38,1.13,4.58,3.37,3.75,1.71,12.54,13.13
66.0,3.0,21.0,7.54,9.04,5.21,3.5,10.83,6.83,9.96,6.17,7.38,9.71,11.58,14.67
78.0,4.0,26.0,8.38,12.58,14.17,4.46,8.12,4.75,8.54,9.04,6.87,3.71,13.42,10.83
61.0,1.0,11.0,10.58,9.87,8.42,2.79,8.71,7.25,7.54,8.33,5.71,8.67,20.71,16.92
62.0,1.0,15.0,31.13,22.34,26.25,18.25,20.54,17.25,20.38,16.83,16.96,21.67,25.88,23.13
67.0,5.0,9.0,5.09,4.75,7.17,4.42,4.75,3.63,6.46,2.88,4.38,4.38,6.38,8.5
61.0,3.0,19.0,11.42,9.46,13.46,6.17,6.83,5.79,7.75,6.5,7.04,9.38,11.29,11.34
61.0,2.0,18.0,12.08,12.38,12.67,6.04,10.71,9.08,10.88,12.38,10.0,11.34,18.58,13.25
68.0,7.0,1.0,7.17,5.29,8.29,3.04,8.42,3.42,2.71,6.42,3.29,4.92,14.75,8.29
77.0,2.0,3.0,14.21,14.04,13.88,7.46,11.67,11.58,18.29,9.5,12.67,12.92,16.08,20.04
71.0,7.0,11.0,9.17,6.17,5.13,3.96,8.38,3.79,8.29,5.63,6.79,6.67,8.87,15.16
69.0,4.0,1.0,12.79,9.79,11.34,7.08,9.08,4.33,9.42,7.46,8.04,10.75,8.67,16.54
75.0,10.0,30.0,19.92,17.96,17.21,9.5,14.29,9.79,11.42,12.75,13.37,12.92,19.04,20.58
75.0,9.0,15.0,10.37,7.21,10.25,3.25,5.33,2.92,7.75,5.91,6.5,6.46,12.62,16.33
75.0,10.0,1.0,13.79,11.04,14.67,6.29,10.29,7.04,11.25,6.46,10.5,6.17,9.17,16.71
61.0,4.0,15.0,5.17,6.42,3.92,2.67,3.37,1.54,2.46,2.29,3.58,4.0,5.75,6.79
61.0,12.0,12.0,15.46,14.88,14.67,6.63,15.46,12.96,16.83,13.46,12.38,13.54,18.34,16.13
71.0,9.0,6.0,11.67,11.21,6.34,5.25,10.29,8.92,6.83,4.92,6.29,5.33,7.17,12.46
67.0,8.0,31.0,6.21,6.17,9.46,3.5,7.25,4.25,3.96,4.04,3.63,4.42,6.71,12.46
73.0,7.0,4.0,4.5,9.83,6.08,3.75,3.58,2.75,3.58,5.21,3.33,4.79,11.67,9.21
61.0,7.0,22.0,3.37,5.29,6.08,3.67,5.54,2.58,4.75,5.25,5.46,5.54,8.0,6.04
74.0,11.0,26.0,4.0,8.58,4.38,1.63,8.46,2.83,6.96,4.54,4.54,4.04,7.62,11.25
74.0,12.0,16.0,21.21,22.25,15.09,12.75,23.13,13.33,20.79,21.09,17.92,16.75,25.12,29.95
72.0,8.0,23.0,7.21,2.96,5.5,2.88,2.92,3.0,7.92,4.04,5.33,4.71,7.29,14.58
67.0,12.0,4.0,4.12,7.0,7.04,3.29,10.0,7.04,16.62,8.38,11.42,12.67,20.04,27.12
77.0,8.0,17.0,13.67,10.58,27.88,10.0,10.75,10.63,19.17,8.12,11.34,10.46,13.13,11.92
76.0,2.0,12.0,18.63,19.95,15.21,11.87,19.0,11.63,17.41,15.34,15.12,12.21,17.79,22.21
64.0,3.0,5.0,7.62,7.38,14.79,4.46,7.33,2.92,7.67,4.0,3.25,5.88,5.37,5.33
61.0,11.0,13.0,15.0,13.0,32.71,13.33,9.59,10.13,21.87,10.04,10.37,14.04,9.25,13.25
66.0,1.0,26.0,18.84,15.71,15.96,11.58,16.46,11.96,19.08,10.79,9.46,14.88,10.96,22.83
64.0,3.0,15.0,8.83,11.25,7.17,3.54,11.21,6.25,6.54,9.04,4.54,11.79,16.83,19.83
69.0,7.0,29.0,9.96,10.5,9.21,5.04,10.71,5.46,8.42,5.04,7.58,4.5,13.13,13.17
74.0,2.0,9.0,21.67,20.3,16.38,9.08,15.12,9.67,14.17,10.96,13.33,12.17,18.5,20.75
67.0,11.0,29.0,11.83,14.04,10.96,7.46,14.29,7.04,13.88,9.13,9.54,8.46,17.16,17.29
61.0,1.0,12.0,19.75,12.08,18.5,10.54,10.29,9.46,15.54,11.5,10.37,14.58,15.59,14.09
68.0,10.0,16.0,11.67,9.46,8.75,6.5,12.92,7.12,12.08,12.46,10.71,9.96,17.62,27.16
76.0,6.0,26.0,7.29,6.04,9.17,2.62,6.17,5.09,7.41,7.46,8.0,6.67,15.16,13.67
76.0,1.0,13.0,13.79,14.46,10.63,4.83,8.46,5.63,11.46,9.83,11.5,9.08,16.46,18.29
70.0,10.0,6.0,10.79,10.79,8.08,4.71,9.87,6.08,11.63,9.67,10.67,9.38,15.09,22.88
68.0,12.0,9.0,7.96,12.12,13.04,4.63,9.5,6.5,10.63,9.29,9.62,13.25,13.33,22.63
74.0,9.0,1.0,13.5,11.75,7.38,3.0,8.17,3.88,4.42,6.42,4.92,3.63,11.79,10.67
69.0,4.0,16.0,7.41,6.83,5.83,4.88,6.71,3.13,9.87,3.79,9.13,8.96,7.25,13.83
71.0,11.0,19.0,12.75,6.13,15.59,6.13,7.04,5.09,11.34,3.42,7.96,7.87,10.63,22.17
73.0,9.0,25.0,8.87,10.37,9.0,2.79,7.0,2.67,5.66,5.79,4.04,4.42,13.62,12.67
67.0,8.0,21.0,8.12,8.67,4.96,2.96,10.88,4.88,5.17,6.29,4.54,5.5,5.54,8.67
63.0,4.0,2.0,3.88,3.13,5.04,3.75,5.46,4.5,8.96,6.5,7.41,6.54,7.08,11.79
73.0,12.0,26.0,6.96,8.25,6.54,4.04,9.21,6.29,11.96,7.38,9.33,8.79,12.92,18.91
74.0,8.0,30.0,8.67,7.21,13.37,4.04,5.96,4.71,7.46,6.08,7.21,6.04,7.96,10.67
72.0,7.0,24.0,6.92,3.96,5.09,2.46,6.38,1.38,5.46,5.0,4.42,4.08,11.83,8.42
66.0,12.0,13.0,15.79,12.5,15.12,11.08,11.83,9.13,13.33,8.29,11.79,5.54,15.67,10.75
61.0,9.0,22.0,9.0,13.62,6.46,5.41,12.92,7.75,4.12,11.63,6.08,7.67,20.96,14.62
70.0,8.0,17.0,7.5,5.71,8.21,6.25,7.46,7.33,10.41,5.75,10.17,12.17,9.04,21.29
69.0,7.0,30.0,14.12,17.79,9.54,7.33,13.79,10.04,7.21,11.29,9.08,10.83,21.67,17.67
69.0,4.0,12.0,24.75,20.75,16.5,15.0,22.13,12.08,19.04,14.83,17.37,14.29,20.33,27.67
72.0,3.0,30.0,18.05,13.21,14.88,7.04,9.38,5.54,9.33,7.04,8.0,6.87,6.92,14.17
61.0,10.0,19.0,17.12,12.67,16.5,9.59,10.25,8.29,13.21,10.63,12.0,13.13,13.96,23.0
75.0,7.0,13.0,13.37,8.92,12.87,7.12,9.92,7.0,6.58,5.17,10.08,6.34,9.13,9.71
75.0,3.0,20.0,10.71,6.63,20.54,4.5,6.13,2.46,8.71,6.96,8.87,6.04,7.71,15.67
74.0,8.0,12.0,9.96,9.96,11.25,5.29,11.54,6.34,10.63,9.62,10.92,9.42,15.75,19.29
72.0,11.0,20.0,19.62,26.46,14.37,11.87,17.58,9.42,14.5,10.37,13.0,6.34,12.25,11.54
78.0,8.0,17.0,8.0,12.92,7.71,3.79,9.17,6.96,4.79,7.58,8.46,5.46,17.58,13.46
64.0,4.0,27.0,16.5,15.25,15.83,10.25,15.09,12.71,11.42,14.37,9.96,14.46,16.75,17.16
66.0,4.0,27.0,21.71,20.67,16.62,16.21,23.67,18.21,20.88,19.33,17.75,18.96,23.0,26.92
78.0,12.0,1.0,21.29,16.29,24.04,12.79,18.21,19.29,21.54,17.21,16.71,17.83,17.75,25.7
65.0,10.0,29.0,18.25,18.54,14.79,9.5,15.54,11.58,15.12,15.59,11.0,16.17,23.21,24.5
73.0,3.0,7.0,5.58,9.13,6.71,1.21,4.33,3.46,6.58,6.25,5.29,5.29,10.46,13.54
75.0,7.0,3.0,10.83,5.17,6.21,3.58,5.41,2.83,3.96,4.67,6.42,3.37,7.67,5.63
66.0,12.0,12.0,26.75,22.21,16.42,17.62,24.79,17.75,20.04,19.7,18.63,10.79,26.08,11.46
63.0,11.0,24.0,26.5,21.29,21.92,16.46,20.08,15.21,14.62,17.21,15.41,17.33,20.33,18.75
70.0,11.0,21.0,9.5,9.79,7.12,3.17,9.08,6.25,10.21,5.37,9.92,7.75,11.08,20.12
64.0,8.0,2.0,13.08,7.0,10.92,7.58,11.96,9.25,14.04,12.5,10.5,13.08,12.96,17.79
69.0,1.0,10.0,9.33,3.29,15.21,6.0,5.88,5.25,12.04,3.96,7.67,9.21,6.04,19.21
77.0,3.0,19.0,21.29,15.75,12.12,8.83,14.67,11.38,11.08,12.58,9.54,9.5,14.46,13.62
66.0,6.0,10.0,20.67,16.08,20.46,11.17,11.5,8.29,12.08,11.0,8.87,9.54,14.54,10.92
63.0,6.0,19.0,7.04,7.67,7.33,5.04,8.54,5.17,8.92,7.5,6.5,8.75,11.12,12.79
69.0,7.0,7.0,17.88,10.25,12.67,9.0,14.42,9.87,12.21,7.75,12.04,10.71,14.17,18.34
70.0,9.0,28.0,11.71,11.29,12.04,7.04,10.67,7.79,4.67,7.25,10.21,9.79,13.75,15.5
75.0,4.0,3.0,15.04,11.54,17.58,8.04,9.29,7.08,11.79,9.08,12.04,14.83,15.16,25.62
70.0,5.0,3.0,13.67,14.83,15.37,9.62,17.21,12.71,9.71,11.21,13.7,15.46,17.67,20.04
72.0,8.0,26.0,8.04,1.42,9.54,1.25,2.17,1.38,6.71,2.54,6.0,3.54,5.79,10.58
69.0,10.0,2.0,15.09,15.16,13.42,7.0,15.34,10.79,16.42,11.5,13.42,11.25,21.42,23.0
68.0,6.0,19.0,9.75,9.13,8.33,5.04,12.38,4.38,5.41,6.87,4.46,3.88,12.0,8.46
72.0,12.0,14.0,25.96,23.45,20.04,18.46,19.04,15.71,19.08,19.12,15.12,14.92,24.25,20.79
65.0,2.0,13.0,18.75,14.42,17.71,12.75,14.67,11.75,18.63,13.37,14.54,19.04,19.25,32.63
62.0,2.0,22.0,15.75,6.58,17.5,6.29,9.62,7.96,15.29,8.25,10.92,9.21,10.13,10.34
69.0,5.0,30.0,13.62,7.58,12.71,7.58,9.17,8.92,8.42,10.17,9.0,10.58,13.62,11.92
68.0,3.0,10.0,16.46,7.92,10.46,9.17,9.62,8.71,11.08,9.0,11.71,14.21,11.17,16.08
73.0,1.0,25.0,15.54,14.17,12.75,7.67,12.0,11.38,12.83,10.83,12.5,10.63,16.25,16.75
75.0,11.0,12.0,17.04,14.12,16.04,5.79,11.96,8.58,9.71,8.67,7.58,5.79,7.92,12.04
65.0,2.0,14.0,6.71,2.5,11.79,4.29,4.17,2.79,9.29,2.37,5.83,8.92,3.5,18.75
62.0,1.0,1.0,9.29,3.42,11.54,3.5,2.21,1.96,10.41,2.79,3.54,5.17,4.38,7.92
77.0,9.0,16.0,12.04,5.21,11.25,3.63,7.71,8.12,13.46,7.41,9.33,6.96,10.71,16.17
76.0,5.0,1.0,16.66,13.46,13.04,7.17,13.13,8.46,11.96,11.17,10.71,10.54,18.29,19.29
66.0,5.0,19.0,17.46,14.09,13.42,9.54,15.04,11.38,12.0,10.17,11.25,12.75,17.58,18.63
77.0,11.0,16.0,18.79,18.63,12.62,8.25,15.16,10.54,13.54,12.25,10.67,6.63,21.5,17.41
71.0,9.0,29.0,15.5,13.08,14.46,6.38,9.71,8.12,10.79,4.54,8.5,6.29,8.25,10.71
64.0,8.0,25.0,15.09,16.38,15.37,10.88,14.0,12.42,13.0,13.46,11.71,14.92,20.62,16.62
72.0,8.0,6.0,14.04,13.75,13.25,7.33,10.13,6.25,9.83,8.92,6.21,7.38,17.08,13.62
64.0,9.0,1.0,17.71,16.0,12.71,8.21,15.37,11.17,11.29,11.17,9.0,11.46,15.59,14.42
74.0,12.0,18.0,12.04,12.46,8.46,6.54,15.0,6.13,16.66,9.29,12.71,9.46,11.79,20.17
71.0,1.0,29.0,7.04,6.92,6.92,3.25,4.25,1.42,7.08,2.96,6.13,4.33,9.08,13.21
66.0,10.0,26.0,14.54,13.59,11.21,6.29,9.59,5.54,11.08,7.71,9.46,10.13,18.54,26.12
63.0,12.0,19.0,12.58,10.37,19.29,8.08,10.08,3.92,10.58,5.66,5.33,4.21,5.37,15.12
62.0,11.0,5.0,16.08,6.5,18.91,7.96,7.71,9.62,19.75,6.0,11.79,16.54,9.62,23.87
61.0,4.0,23.0,12.21,7.87,7.96,9.67,11.17,10.0,10.71,10.41,11.87,10.63,10.83,10.67
72.0,7.0,17.0,11.54,5.37,19.04,5.46,6.63,6.29,6.58,5.58,7.92,5.13,9.33,2.92
65.0,3.0,19.0,7.5,7.58,6.79,3.54,7.0,2.79,7.12,3.75,4.96,7.92,6.46,9.54
65.0,9.0,4.0,21.0,18.54,14.09,11.87,17.29,10.37,13.54,14.25,11.5,14.83,22.17,28.84
68.0,2.0,17.0,4.25,7.21,3.5,0.92,3.25,0.67,7.58,3.25,1.92,4.83,5.83,9.42
62.0,10.0,8.0,7.71,7.54,9.0,6.29,8.92,6.0,8.46,6.13,6.13,7.79,7.08,9.17
64.0,7.0,25.0,5.88,7.0,7.75,4.46,7.17,5.79,8.17,7.38,7.04,7.29,9.54,13.83
63.0,10.0,11.0,10.29,12.83,12.5,4.83,8.12,6.34,9.83,13.42,7.25,13.04,18.66,22.08
72.0,3.0,25.0,13.79,14.62,11.38,7.12,12.62,8.79,9.46,7.67,8.17,6.13,14.04,18.46
69.0,3.0,8.0,2.29,7.21,6.17,1.54,5.04,1.42,7.96,4.71,4.25,5.91,9.79,17.71
72.0,2.0,21.0,6.17,1.38,7.62,2.67,3.79,0.75,4.58,1.0,2.37,0.96,2.33,5.09
72.0,10.0,8.0,16.71,14.17,15.92,10.13,11.38,10.25,10.08,11.79,12.54,14.09,14.96,17.75
64.0,6.0,25.0,3.88,2.37,1.83,2.71,3.37,0.67,3.92,2.83,1.79,3.13,9.54,4.71
72.0,5.0,18.0,10.79,9.29,10.37,5.63,8.79,3.71,3.21,3.92,4.0,2.71,6.83,11.54
68.0,9.0,14.0,13.17,11.25,22.71,9.62,12.79,8.29,11.04,9.83,8.67,8.96,14.0,14.54
74.0,7.0,24.0,16.46,10.58,8.92,6.42,11.79,5.91,8.58,8.21,7.17,7.67,10.54,14.46
73.0,10.0,11.0,16.25,18.96,18.58,5.79,11.38,8.25,9.92,12.08,9.0,6.63,12.17,15.04
62.0,12.0,9.0,23.33,18.88,10.75,16.71,20.12,14.42,20.25,14.79,19.0,17.21,21.04,28.54
70.0,8.0,12.0,9.46,11.21,11.0,6.34,9.0,7.67,4.96,10.04,9.29,9.5,18.21,15.54
67.0,12.0,10.0,10.17,4.67,14.46,4.42,5.46,0.5,8.83,3.13,4.58,3.21,10.96,15.75
66.0,8.0,22.0,9.83,6.46,18.41,4.92,6.96,4.38,6.58,3.79,5.75,6.71,10.67,7.29
66.0,3.0,12.0,13.46,8.38,10.58,9.92,11.38,7.87,11.25,7.0,9.0,11.92,11.79,15.67
74.0,3.0,27.0,3.96,2.67,13.67,4.21,4.54,0.25,2.42,0.96,1.17,2.17,5.21,2.04
76.0,5.0,15.0,18.41,14.37,18.84,8.96,14.04,8.75,13.25,8.08,13.75,12.38,13.92,15.41
69.0,3.0,17.0,21.46,15.37,18.58,12.0,14.29,11.54,15.0,18.46,17.79,13.96,17.58,31.58
71.0,3.0,17.0,16.17,14.79,11.96,7.79,14.0,9.13,11.21,9.33,8.87,5.83,10.37,10.79
67.0,9.0,14.0,3.71,5.17,7.33,1.29,3.37,1.13,1.83,2.54,2.54,3.17,6.71,8.58
61.0,5.0,1.0,15.87,13.88,15.37,9.79,13.46,10.17,9.96,14.04,9.75,9.92,18.63,11.12
70.0,10.0,21.0,15.16,10.13,17.25,7.58,9.08,6.21,10.96,8.04,9.13,8.54,13.21,21.59
77.0,9.0,2.0,12.75,11.87,11.17,6.54,12.92,10.25,14.37,11.04,10.41,12.5,18.96,24.25
62.0,7.0,30.0,14.17,9.0,11.25,8.21,14.12,9.71,12.17,12.04,10.04,11.5,14.58,18.63
67.0,1.0,13.0,4.58,3.79,5.17,2.21,5.41,2.88,9.96,1.25,5.41,6.0,10.21,16.21
66.0,10.0,9.0,11.25,10.46,8.5,3.71,10.71,5.83,3.79,5.71,4.21,6.42,12.08,11.71
61.0,11.0,20.0,10.83,3.29,14.46,4.5,7.96,4.71,13.04,7.67,6.5,7.87,7.71,8.71
73.0,6.0,21.0,6.38,6.96,6.54,1.67,4.75,2.54,3.04,5.71,3.21,2.54,14.67,4.63
77.0,5.0,27.0,6.87,6.75,6.17,4.33,8.04,6.83,9.04,6.38,9.42,7.5,8.42,16.08
67.0,2.0,10.0,7.92,10.88,4.21,2.83,8.96,4.5,4.5,6.63,4.33,6.87,17.08,13.17
63.0,9.0,21.0,3.63,6.71,4.42,1.0,7.54,2.21,2.54,5.83,1.42,4.33,10.25,9.21
69.0,5.0,14.0,9.04,11.54,11.67,6.92,9.79,5.04,7.54,8.54,5.75,6.42,16.08,7.62
71.0,2.0,6.0,3.58,1.17,5.25,0.37,2.83,0.42,2.83,0.83,0.83,1.96,6.38,10.08
71.0,1.0,7.0,22.83,20.96,20.38,12.71,16.04,14.21,19.21,19.21,14.46,19.83,25.75,25.5
66.0,6.0,3.0,6.67,10.58,10.83,5.33,4.71,6.63,8.58,8.21,5.75,8.58,13.83,12.62
61.0,8.0,6.0,8.38,6.71,8.42,5.83,10.04,6.75,7.87,7.12,6.46,8.0,7.92,10.79
63.0,9.0,26.0,19.58,17.92,16.66,13.75,24.13,17.96,23.04,22.58,18.88,16.96,26.12,33.42
78.0,11.0,5.0,15.46,16.92,13.13,9.62,14.12,10.96,8.92,8.63,13.25,11.42,22.37,19.0
71.0,12.0,18.0,26.5,20.25,20.0,15.09,17.58,14.21,14.62,14.21,16.29,17.29,28.04,26.42
67.0,1.0,8.0,9.79,6.42,10.25,4.29,6.96,2.54,6.34,3.92,3.96,3.37,9.0,12.04
68.0,11.0,12.0,23.79,26.25,23.79,15.92,26.08,16.0,17.75,19.55,18.0,19.29,24.3,30.25
68.0,10.0,2.0,14.83,14.75,15.75,7.25,10.79,7.62,14.0,10.71,10.79,9.0,13.29,15.63
67.0,2.0,15.0,26.08,21.54,27.0,16.71,21.46,20.25,26.54,20.46,16.83,22.42,23.75,34.62
76.0,10.0,7.0,16.33,13.08,12.12,5.75,11.96,8.58,7.71,6.42,7.46,5.88,12.0,16.58
68.0,2.0,25.0,14.17,9.71,16.38,5.0,8.17,3.79,9.87,5.66,6.63,6.0,8.21,7.41
72.0,8.0,12.0,15.96,9.17,10.41,6.92,8.08,9.59,9.92,7.41,10.58,12.12,10.71,18.75
63.0,2.0,19.0,16.83,9.79,18.34,9.87,13.42,8.67,14.54,10.04,8.71,9.17,9.75,8.12
67.0,4.0,15.0,10.37,5.91,5.21,4.54,8.46,2.75,9.38,4.33,6.13,6.38,8.87,12.04
76.0,3.0,22.0,12.33,5.37,11.46,5.13,3.83,1.79,5.71,2.5,6.92,4.71,9.83,10.0
71.0,9.0,17.0,12.25,9.0,8.17,5.21,11.08,7.29,7.33,4.54,5.75,5.63,13.21,11.04
78.0,9.0,20.0,0.79,6.79,5.88,0.75,1.79,0.96,3.04,0.83,4.46,1.58,6.21,10.88
70.0,10.0,30.0,20.3,18.75,18.66,10.96,12.08,9.87,12.46,8.71,9.92,8.71,13.54,21.84
78.0,4.0,14.0,10.04,4.42,9.71,5.46,5.71,4.96,9.46,5.54,6.83,8.71,5.58,12.75
61.0,7.0,29.0,7.21,4.83,6.67,3.42,5.96,3.67,5.79,6.67,5.09,6.54,11.17,9.25
76.0,8.0,4.0,7.33,3.04,5.58,3.29,3.54,3.63,6.75,3.88,5.0,5.25,8.79,13.59
68.0,1.0,10.0,5.29,6.17,7.17,1.58,4.63,2.62,10.96,2.21,4.67,5.46,7.25,16.88
69.0,7.0,20.0,9.13,9.92,10.79,4.83,8.04,6.92,9.59,10.96,10.41,9.0,17.79,17.16
66.0,2.0,28.0,14.21,11.71,11.92,9.67,14.12,9.67,14.79,10.37,13.67,12.71,14.92,17.75
76.0,3.0,23.0,8.83,11.83,7.83,4.83,10.17,6.34,5.96,7.12,11.25,8.54,12.54,20.17
67.0,12.0,23.0,18.12,16.54,16.58,11.34,18.96,11.42,18.88,13.0,16.38,14.12,20.79,22.0
62.0,6.0,17.0,13.83,15.59,10.21,8.63,14.54,9.59,10.37,10.67,10.63,9.29,14.04,13.83
75.0,12.0,9.0,5.63,3.96,7.25,1.17,1.25,0.13,7.29,0.21,2.29,1.75,5.13,13.67
72.0,7.0,16.0,6.25,3.92,15.0,4.04,3.79,4.21,4.33,2.42,6.34,2.62,7.54,4.21
66.0,3.0,10.0,18.71,16.0,14.54,11.79,20.88,14.0,22.29,17.79,18.29,19.46,23.04,26.38
65.0,11.0,25.0,20.0,14.0,17.79,10.17,12.08,8.58,13.75,9.42,8.17,12.0,14.12,18.25
71.0,3.0,25.0,14.5,13.25,11.12,9.67,13.7,9.04,14.83,10.25,15.46,11.12,15.87,21.71
61.0,12.0,29.0,14.33,13.83,23.21,11.25,9.83,7.25,15.0,8.42,8.25,10.79,10.54,14.62
66.0,3.0,14.0,6.13,1.58,5.79,3.63,5.79,2.58,8.63,3.04,5.17,6.79,5.5,11.54
76.0,8.0,19.0,7.17,4.5,9.71,2.0,3.21,2.58,3.0,4.12,8.38,5.96,7.12,7.67
66.0,6.0,12.0,6.79,1.83,8.75,3.88,0.5,1.38,2.5,1.33,4.04,5.58,5.0,11.71
62.0,9.0,25.0,12.62,9.33,12.62,6.54,8.67,6.08,10.83,6.87,5.58,7.58,12.12,12.04
72.0,6.0,29.0,6.92,9.21,7.04,3.46,5.25,3.33,5.09,5.09,4.67,4.75,14.83,9.87
74.0,1.0,27.0,23.04,21.96,19.04,12.83,19.29,14.33,15.96,17.25,14.96,16.21,19.41,25.84
74.0,7.0,11.0,11.25,9.67,10.37,7.0,13.29,7.87,10.67,12.0,9.96,10.46,16.08,18.29
68.0,4.0,8.0,4.42,7.46,4.12,1.25,6.42,2.83,4.63,5.58,2.37,3.92,11.71,11.21
72.0,8.0,25.0,7.62,2.33,17.83,3.29,3.63,5.09,5.88,3.17,6.34,3.29,8.17,7.17
65.0,3.0,6.0,4.58,4.46,3.88,1.83,4.5,3.13,8.46,3.25,2.42,4.92,7.17,6.58
65.0,8.0,12.0,10.58,10.46,10.92,7.62,9.79,10.5,11.17,8.71,10.25,12.42,9.59,13.21
64.0,2.0,10.0,4.88,3.79,5.5,0.42,4.63,1.87,10.83,4.75,3.21,5.88,8.92,12.12
69.0,9.0,1.0,5.79,8.08,15.21,4.04,5.91,3.71,6.34,4.21,4.38,5.13,8.92,11.38
77.0,8.0,2.0,5.46,5.0,7.96,2.88,6.17,4.5,8.87,3.0,4.71,4.17,9.62,10.29
77.0,6.0,3.0,9.62,5.13,6.17,5.71,8.17,5.5,8.5,4.79,4.0,5.71,7.83,12.21
65.0,1.0,28.0,13.37,15.63,19.0,7.67,10.75,4.63,10.29,8.58,7.17,7.96,5.75,11.79
68.0,12.0,22.0,28.71,29.38,22.67,17.46,28.04,16.21,24.62,21.09,20.54,22.34,30.84,30.71
68.0,10.0,1.0,14.25,16.79,16.0,8.38,17.79,10.67,17.33,16.21,15.12,14.12,23.83,20.46
77.0,4.0,7.0,18.12,14.71,17.75,7.58,12.25,11.0,13.17,10.0,9.96,15.12,16.33,22.46
70.0,11.0,5.0,10.96,8.83,8.12,6.08,11.42,9.25,13.5,10.13,13.29,11.92,16.33,26.92
64.0,7.0,8.0,17.0,13.67,12.38,10.04,16.96,11.54,16.21,13.0,13.54,14.79,18.05,27.25
68.0,3.0,12.0,5.96,3.29,4.29,4.21,5.83,3.83,6.25,4.92,4.54,8.12,10.75,14.0
74.0,12.0,1.0,17.16,19.12,16.17,7.87,16.66,11.12,14.62,15.75,14.92,13.96,23.13,23.79
64.0,3.0,10.0,16.66,9.54,16.0,6.54,12.58,8.38,10.67,10.25,7.83,10.08,12.42,17.25
