@relation EGSSD

@attribute tau1 numeric
@attribute tau2 numeric
@attribute tau3 numeric
@attribute tau4 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute g1 numeric
@attribute g2 numeric
@attribute g3 numeric
@attribute g4 numeric
@attribute stab numeric

@data
4.143948,6.763151,4.211792,9.656101,3.116845,-0.557042,-0.600511,-1.959292,0.665838,0.593546,0.829791,0.734367,0.064094
6.27337,5.852872,9.683683,8.388715,2.500482,-0.962534,-0.654007,-0.883942,0.333618,0.420261,0.908644,0.332573,0.052467
5.275607,6.394967,8.552162,8.022074,3.602433,-0.775304,-1.228061,-1.599068,0.5783,0.542218,0.783377,0.969383,0.087098
8.107743,6.171452,6.347698,8.886473,2.761552,-0.674034,-0.89655,-1.190968,0.95263,0.545124,0.326144,0.537233,0.070862
3.06151,3.522377,3.0367,7.099056,2.992582,-0.801245,-0.641922,-1.549415,0.972985,0.805467,0.253721,0.872976,0.058423
1.481039,4.364717,1.100498,2.908671,4.443761,-1.169877,-1.800564,-1.47332,0.979441,0.647741,0.400326,0.292581,-0.028327
1.30271,9.423959,5.318053,2.351179,3.978773,-0.84908,-1.153777,-1.975915,0.600224,0.815938,0.803916,0.763321,0.007364
5.233237,9.524309,6.466875,4.453453,2.065203,-0.773416,-0.707031,-0.584756,0.59838,0.963077,0.22389,0.09431,0.040659
6.651847,5.525764,5.224335,0.881013,4.356299,-1.964979,-1.027104,-1.364216,0.636803,0.936708,0.11947,0.420867,0.026744
8.650707,5.413177,9.700645,0.7091,4.955225,-1.645405,-1.740924,-1.568897,0.773348,0.546982,0.685028,0.305788,0.042103
8.714101,0.739847,2.335432,9.623011,2.76303,-0.671476,-1.202242,-0.889312,0.087795,0.668503,0.360439,0.873575,-0.025127
9.046069,5.141618,0.947684,0.776295,3.903667,-0.668971,-1.456614,-1.778082,0.690989,0.362122,0.834595,0.484794,-0.019518
9.004865,3.917505,7.066978,2.351857,4.264591,-1.971752,-1.624416,-0.668423,0.204437,0.109606,0.121278,0.949361,-0.011467
7.446088,3.115673,8.937435,6.61142,4.771979,-1.930438,-1.34757,-1.493971,0.740518,0.705104,0.109647,0.603133,0.041926
6.699675,0.751812,7.887479,1.040661,5.048525,-1.601052,-1.709553,-1.737921,0.14909,0.109998,0.804714,0.113252,-0.012919
8.978433,2.754398,4.643967,7.961071,2.571909,-0.950284,-0.677588,-0.944037,0.326134,0.778373,0.208921,0.384775,-0.006594
5.354803,5.124523,3.697405,8.48248,3.471122,-0.828705,-1.260378,-1.382038,0.654294,0.680173,0.364301,0.693659,0.05931
1.871734,2.311164,9.807636,3.770424,3.071078,-0.515295,-0.906745,-1.649037,0.06033,0.193575,0.331141,0.963331,-0.037386
1.452323,7.763388,5.927746,4.907826,3.723406,-1.543339,-1.413144,-0.766923,0.913558,0.076484,0.092401,0.182537,-0.032322
6.410671,8.320365,8.531984,6.484049,3.372751,-1.272279,-1.182096,-0.918377,0.453405,0.217071,0.123968,0.766873,0.03221
3.550861,1.074931,9.263685,8.570277,4.212733,-1.283351,-1.169248,-1.760134,0.928601,0.377667,0.671699,0.982238,0.04432
3.001908,5.131148,2.424958,3.422611,3.101685,-1.857722,-0.737222,-0.50674,0.759323,0.261568,0.743765,0.382901,0.013845
2.61836,1.290297,9.0611,6.221534,3.169036,-1.47998,-0.787948,-0.901109,0.844997,0.789385,0.400666,0.221744,-0.033649
2.412705,3.304223,3.097091,1.449613,2.907531,-1.083136,-0.994341,-0.830053,0.442629,0.080577,0.617472,0.562298,-0.031942
1.151435,7.087168,2.675465,3.717371,4.00979,-1.785002,-1.570705,-0.654083,0.717166,0.084866,0.760975,0.731144,-0.019082
4.920149,6.087731,8.910757,9.070346,2.768662,-1.711766,-0.538246,-0.51865,0.339379,0.44883,0.964452,0.995029,0.079616
7.701259,3.863868,9.96087,9.541047,5.035224,-1.881304,-1.614547,-1.539373,0.444387,0.865425,0.212377,0.485572,0.031403
2.646003,4.64721,3.271168,4.805914,4.968584,-1.064487,-1.912871,-1.991226,0.397594,0.985368,0.067576,0.118426,-0.006
3.946121,1.60546,7.955875,5.073128,3.265541,-0.843386,-1.160204,-1.26195,0.536531,0.386628,0.898548,0.793668,0.049279
4.925612,7.543863,3.602461,5.9436,3.588398,-1.103448,-0.753639,-1.73131,0.58454,0.698125,0.11627,0.762804,0.057169
5.069421,1.160736,4.45812,6.619332,3.85388,-1.135293,-1.796938,-0.921649,0.502849,0.902369,0.058123,0.743225,-0.004896
4.736827,2.246462,9.488338,6.868396,3.286652,-1.909218,-0.615343,-0.76209,0.270787,0.632521,0.984528,0.911368,0.054972
8.571835,8.977309,8.811027,0.706096,3.693586,-1.591015,-0.512857,-1.589715,0.115683,0.633736,0.990784,0.527757,0.031968
3.870389,5.268807,1.577065,2.042478,4.472405,-0.937421,-1.761304,-1.77368,0.775178,0.476707,0.629642,0.596598,0.014833
5.327917,8.022012,8.349856,0.594034,3.194667,-0.587806,-1.53638,-1.070481,0.624762,0.957752,0.376178,0.93293,0.021842
8.799495,3.085695,4.807431,8.473725,3.132745,-0.908967,-1.175721,-1.048057,0.7244,0.723532,0.75568,0.773894,0.066329
5.7398,4.690499,6.760483,8.55712,3.461101,-1.587023,-1.166818,-0.70726,0.42795,0.268135,0.858123,0.747933,0.065566
2.049241,5.534318,3.965289,9.981739,3.987541,-1.566905,-1.472561,-0.948074,0.921399,0.247293,0.172307,0.247992,-0.046629
3.295934,7.789511,4.580964,4.633279,4.121972,-1.215054,-1.377639,-1.529279,0.535751,0.364101,0.938136,0.494724,0.050476
8.640505,7.387221,5.197637,2.946809,4.327964,-1.596955,-1.902796,-0.828214,0.258509,0.623601,0.721638,0.138605,0.031356
5.822152,4.096252,5.685661,3.406674,3.325255,-0.942779,-1.279219,-1.103257,0.394527,0.133836,0.601071,0.139689,-0.005249
9.804846,7.278418,2.994024,9.512514,3.392456,-1.048203,-1.706429,-0.637823,0.325402,0.210637,0.242528,0.127612,-0.024863
4.709249,2.965756,9.342872,4.802815,4.380073,-0.970583,-1.442604,-1.966886,0.902538,0.19847,0.981595,0.835915,0.067928
7.832814,8.306713,2.675773,2.455915,4.968651,-1.831053,-1.946012,-1.191586,0.953913,0.448972,0.405544,0.129518,0.031161
5.424134,3.084659,8.59881,6.194655,3.833762,-1.460157,-1.073677,-1.299928,0.824756,0.15554,0.8974,0.829268,0.076918
4.210094,2.471218,8.141177,2.681712,3.855244,-1.020142,-1.035394,-1.799709,0.35537,0.895356,0.774607,0.848244,0.019782
6.48814,9.605628,6.929886,9.717547,4.486982,-1.071132,-1.974099,-1.441752,0.732247,0.620602,0.459089,0.399263,0.062445
4.555504,1.196734,6.029403,1.086947,4.11039,-1.772838,-0.505984,-1.831569,0.198003,0.479902,0.063718,0.182736,-0.037174
8.12798,0.530283,7.047068,8.684115,2.747912,-1.329809,-0.692759,-0.725344,0.092537,0.958333,0.536177,0.475587,-0.021031
9.893701,6.410251,8.12955,9.74353,4.395464,-1.48935,-1.727797,-1.178317,0.651764,0.687188,0.48888,0.772657,0.07611
3.816734,3.981482,3.567423,4.529418,3.394003,-1.858073,-0.609834,-0.926096,0.278803,0.576769,0.29553,0.545796,0.012243
2.507109,1.810165,4.088733,7.835375,4.2653,-1.471626,-1.568882,-1.224792,0.277001,0.56185,0.304106,0.065232,-0.042944
6.976701,7.480833,7.575494,8.724341,4.374736,-1.856277,-1.576286,-0.942172,0.237738,0.944397,0.393424,0.558457,0.064414
1.740353,3.520048,1.691858,7.992269,4.900486,-1.506205,-1.430285,-1.963996,0.466896,0.494451,0.871391,0.554193,-0.043805
3.050714,8.079799,0.862404,4.668945,3.906908,-1.074542,-1.141496,-1.69087,0.263852,0.158324,0.483875,0.395479,-0.038514
2.828577,1.905134,1.741862,4.698545,2.61582,-0.608033,-0.988047,-1.019741,0.389824,0.55568,0.260908,0.740907,-0.01615
4.165284,5.349055,6.160995,1.873727,3.339281,-1.839694,-0.881495,-0.618093,0.372143,0.178354,0.119307,0.691669,-0.03933
6.682488,5.74043,6.747306,1.597053,4.202755,-1.249619,-1.707694,-1.245442,0.144778,0.323533,0.205589,0.107797,-0.041302
7.503869,1.648235,0.99284,9.148153,4.139355,-1.075987,-1.352408,-1.710961,0.139161,0.96152,0.224327,0.138246,-0.04874
7.653341,7.518343,4.338917,6.308521,4.558306,-1.559482,-1.903956,-1.094867,0.930048,0.668555,0.80633,0.866414,0.098956
7.785633,2.792647,5.116472,1.198319,5.031816,-1.593037,-1.528161,-1.910618,0.098486,0.981527,0.334767,0.164596,-0.025335
9.948597,5.099429,1.440202,7.266293,3.84748,-1.084195,-1.489479,-1.273805,0.995784,0.655018,0.607749,0.94795,0.05875
4.451753,2.316436,5.803914,6.7982,4.07001,-1.929077,-0.692385,-1.448548,0.331311,0.565444,0.441175,0.85439,0.03825
3.205626,0.734354,0.520455,1.685252,3.207337,-0.927374,-1.218633,-1.06133,0.904003,0.224523,0.083359,0.454253,-0.039488
4.459042,2.259044,3.761266,5.515936,4.104213,-1.536456,-1.667739,-0.900018,0.668735,0.96244,0.658106,0.833485,0.078881
7.871823,6.128179,6.750705,7.622047,3.751643,-1.963452,-0.615397,-1.172794,0.383492,0.512999,0.697642,0.116832,0.041815
2.987765,8.073942,2.08032,7.476251,4.257017,-1.388219,-1.422064,-1.446734,0.101917,0.269743,0.836076,0.578138,-0.015207
2.880701,4.051385,6.34318,8.044593,4.218645,-1.042965,-1.602293,-1.573388,0.959548,0.142043,0.911875,0.29043,0.035889
3.364047,4.360096,5.437092,3.113855,5.047793,-1.877902,-1.201232,-1.968659,0.985063,0.817243,0.690916,0.990943,0.10706
9.29388,3.857368,1.630576,3.874039,5.082624,-1.968414,-1.484857,-1.629353,0.557447,0.763756,0.344246,0.927268,0.019973
1.781976,8.72349,7.476573,4.697505,5.217991,-1.893984,-1.469307,-1.8547,0.97668,0.581478,0.256559,0.84565,0.016231
0.759494,4.455518,4.666651,6.701812,4.340735,-1.375326,-1.997302,-0.968107,0.822746,0.107965,0.873285,0.438308,-0.008778
6.0261,8.488836,4.214393,1.073037,3.954275,-1.341767,-1.657197,-0.955312,0.107604,0.71544,0.973663,0.440991,0.012856
9.759162,8.60945,7.150794,5.757327,4.641774,-1.558786,-1.907646,-1.175342,0.094917,0.335107,0.976662,0.687361,0.058547
5.390371,7.848594,8.659481,8.594485,3.598623,-1.613826,-0.991137,-0.99366,0.468662,0.674313,0.479421,0.418388,0.056499
1.955782,2.596848,1.928517,9.253003,4.092091,-1.573794,-1.920436,-0.597861,0.522546,0.419594,0.381772,0.574401,-0.023459
2.347309,3.144209,6.76161,5.201379,2.997899,-0.621337,-1.286877,-1.089685,0.666166,0.879004,0.190114,0.067868,-0.021541
7.534711,6.052546,3.322086,1.616141,3.825843,-0.989813,-1.8125,-1.023529,0.752003,0.584025,0.57033,0.081549,0.032958
6.893803,5.697127,9.822268,4.659713,3.992367,-1.284809,-1.432137,-1.275421,0.229974,0.639962,0.5916,0.392706,0.036061
7.74192,3.643471,9.341461,4.04272,3.802077,-1.226542,-1.799849,-0.775686,0.05719,0.415302,0.333612,0.274753,-0.037684
9.002035,4.216359,9.920587,5.648177,3.029304,-0.987449,-1.523936,-0.517919,0.699736,0.70095,0.201291,0.784621,0.054637
7.992806,7.922754,7.774422,4.957976,3.566676,-1.272413,-1.611333,-0.68293,0.94225,0.973506,0.400792,0.81853,0.094496
1.637661,1.139665,9.613653,4.94701,3.469362,-1.074761,-0.826059,-1.568543,0.24576,0.397117,0.423309,0.659239,-0.026299
8.935188,3.773997,4.252022,1.42145,2.741844,-0.563888,-1.071867,-1.10609,0.273974,0.796069,0.840874,0.738929,0.017393
8.89841,7.462081,9.806641,3.135698,4.900366,-1.676508,-1.964952,-1.258906,0.396344,0.742315,0.53881,0.278769,0.044957
0.755011,6.203587,4.513607,9.777627,3.491188,-1.112867,-1.40485,-0.973471,0.964781,0.203355,0.38262,0.299668,-0.038358
7.930266,3.623729,9.031219,2.039184,2.724748,-1.528505,-0.652113,-0.54413,0.598049,0.199032,0.893433,0.587584,0.032126
0.697744,2.139087,9.281316,3.476433,4.171646,-1.983626,-1.519238,-0.668782,0.965229,0.696224,0.410542,0.054727,-0.020093
3.492004,2.651343,4.287203,5.408175,4.309267,-1.985924,-1.794732,-0.528611,0.886261,0.892014,0.220226,0.507078,0.048661
9.222094,9.412632,1.690726,2.465853,4.879999,-1.633652,-1.69111,-1.555237,0.387013,0.129254,0.168067,0.392393,-0.029637
5.720373,8.0292,6.820921,3.568871,4.960152,-1.478418,-1.74528,-1.736454,0.086761,0.61921,0.233395,0.653906,0.012067
5.178527,9.362063,5.501102,8.918838,4.589718,-1.768266,-1.68278,-1.138671,0.64774,0.980957,0.36549,0.159127,0.052688
0.78579,6.932678,9.237573,8.60248,4.493908,-1.333638,-1.281393,-1.878877,0.974401,0.156956,0.534919,0.936175,0.010596
3.799922,8.260361,9.992073,8.09956,3.43975,-1.73204,-0.906395,-0.801315,0.304935,0.411023,0.387039,0.358264,0.020894
1.473923,5.776111,3.383575,5.220048,2.269375,-0.902354,-0.85539,-0.511631,0.265256,0.122955,0.887194,0.654172,0.009387
4.286403,1.055483,8.568931,8.235502,4.470525,-1.463526,-1.579913,-1.427086,0.672486,0.207025,0.748307,0.327345,0.024768
0.78701,1.442336,2.401815,5.303413,2.782113,-0.745343,-1.24857,-0.788199,0.076531,0.544615,0.560095,0.435794,-0.036152
2.815937,1.877785,1.305729,0.573311,4.163421,-1.773033,-0.752298,-1.63809,0.256441,0.295529,0.24092,0.411672,-0.046418
4.03488,1.709188,8.93547,9.340497,4.750206,-1.382724,-1.732143,-1.635339,0.772727,0.543113,0.998663,0.45062,0.03891
5.743642,9.076302,4.65036,3.51992,4.653538,-1.593507,-1.272066,-1.787966,0.927044,0.133042,0.567951,0.330758,0.037992
9.670853,4.707927,8.086059,7.651135,4.592329,-1.883325,-1.636922,-1.072082,0.127482,0.519916,0.130021,0.878575,0.031636
2.563092,4.343667,4.679044,8.445778,3.303476,-0.677215,-1.632894,-0.993366,0.594872,0.442879,0.989029,0.952584,0.062789
9.479839,0.597945,2.86142,9.506864,3.084469,-1.148399,-1.096043,-0.840026,0.835834,0.732952,0.302532,0.580471,0.005592
6.435714,6.800211,6.555231,9.792552,4.57136,-1.615592,-1.004615,-1.951153,0.792432,0.708226,0.209411,0.753618,0.07177
3.030291,4.936124,4.835776,7.827189,3.769315,-1.04268,-1.532639,-1.193996,0.334224,0.242607,0.959563,0.069312,0.007133
4.209602,0.584784,9.965957,6.268151,3.816091,-0.711219,-1.814736,-1.290136,0.245937,0.471196,0.862045,0.990468,0.032197
6.648285,3.703341,3.465014,1.180141,5.225819,-1.606666,-1.676176,-1.942977,0.285546,0.118494,0.369871,0.058332,-0.039831
6.324453,1.820116,2.589784,7.889175,4.432987,-1.23278,-1.704121,-1.496086,0.307213,0.099739,0.767044,0.42926,-0.020897
9.95227,8.347632,1.787218,8.658657,2.524972,-0.606895,-0.636397,-1.281679,0.278151,0.095874,0.772223,0.258195,-0.041403
5.427536,6.78674,0.823009,4.281165,4.462407,-1.7051,-0.921356,-1.835951,0.795684,0.176874,0.479912,0.733665,0.017962
2.312178,4.860466,6.086874,6.92609,5.620847,-1.918629,-1.705718,-1.9965,0.228412,0.982285,0.677163,0.613066,0.067345
1.978783,4.857502,5.976009,1.038051,3.089211,-0.770632,-1.455589,-0.862989,0.66008,0.967705,0.13323,0.538261,-0.009705
8.38567,1.723017,4.965546,1.909376,4.997124,-1.451841,-1.951081,-1.594202,0.559602,0.090308,0.555161,0.156877,-0.010367
9.000951,3.181318,2.918329,1.450621,4.048228,-1.531217,-1.162569,-1.354442,0.722959,0.058918,0.786967,0.546263,-0.018717
3.646122,0.66789,0.606376,6.102101,1.930317,-0.593186,-0.744967,-0.592164,0.829407,0.411789,0.522686,0.799689,-0.010721
3.484051,3.261583,3.061933,2.98494,4.280553,-1.018964,-1.372214,-1.889375,0.487419,0.902059,0.59931,0.802854,0.072643
9.265063,0.89477,7.875837,1.239468,4.112892,-1.297477,-1.253856,-1.56156,0.966312,0.676272,0.963028,0.770446,0.01545
8.743599,7.876252,7.936569,8.995385,4.306424,-0.979869,-1.538743,-1.787812,0.108579,0.453368,0.863337,0.998109,0.075199
1.162934,7.645545,9.949971,7.083681,4.993503,-1.255584,-1.767618,-1.970302,0.402296,0.350119,0.520787,0.547743,0.016855
4.004871,6.028053,7.57282,8.483777,3.34533,-0.762848,-0.893249,-1.689233,0.232931,0.474836,0.095962,0.188803,-0.023552
5.721284,7.890108,8.694785,4.177385,2.823422,-1.113035,-1.068521,-0.641865,0.854674,0.687525,0.984706,0.886792,0.095532
4.646039,1.919067,9.501969,3.969334,3.050809,-0.876982,-1.619839,-0.553988,0.569421,0.371761,0.345871,0.071398,-0.027719
6.074557,0.839139,3.967404,4.499272,3.641994,-1.114993,-1.048359,-1.478643,0.670174,0.109237,0.254634,0.690922,0.016555
9.494181,4.47523,2.18975,4.609868,4.217131,-1.825291,-1.384877,-1.006963,0.479551,0.262127,0.142663,0.664295,-0.002824
4.662605,3.242924,1.407436,5.256385,3.799091,-1.002582,-1.532123,-1.264386,0.593701,0.546835,0.44233,0.778088,0.035763
9.282943,5.787573,2.943602,2.193842,4.172636,-1.535031,-1.002938,-1.634667,0.308305,0.476584,0.952261,0.439002,-0.007355
8.921999,5.528382,2.948744,2.758236,4.290293,-1.704916,-1.889791,-0.695586,0.710176,0.928349,0.619566,0.998657,0.055952
6.001204,3.769979,4.503977,8.817772,4.351649,-1.174761,-1.884357,-1.29253,0.347328,0.288725,0.540841,0.764683,0.034914
5.40131,9.213038,4.966653,4.15203,5.457658,-1.882327,-1.632052,-1.943279,0.855823,0.693587,0.89312,0.150108,0.067011
7.193405,5.625185,6.068876,5.210938,3.731193,-1.431331,-0.963177,-1.336685,0.577775,0.149666,0.126382,0.262116,-0.004229
1.195897,2.777053,8.864475,2.534609,4.677621,-1.534814,-1.924459,-1.218349,0.90376,0.275216,0.135013,0.586134,-0.011289
7.093508,1.213315,9.318862,6.543026,4.133721,-1.542658,-1.295248,-1.295815,0.149799,0.087374,0.229194,0.214672,-0.040596
4.162954,2.733217,8.539351,5.880113,3.425921,-1.028008,-1.036099,-1.361814,0.560442,0.2863,0.674879,0.157837,0.009387
5.706421,1.796156,9.278557,7.516952,3.420374,-1.19274,-1.442784,-0.784849,0.510284,0.424999,0.630422,0.574712,0.034837
9.427246,2.83603,3.42237,3.940812,4.227614,-1.350384,-1.120682,-1.756548,0.768944,0.160728,0.840538,0.957978,0.03212
8.600926,8.201658,3.665608,2.82778,4.324714,-1.886068,-1.505229,-0.933417,0.866782,0.396673,0.954254,0.709255,0.047652
6.306947,6.879838,2.690713,6.280303,4.725717,-1.21321,-1.997946,-1.514561,0.992096,0.84333,0.66058,0.69588,0.090126
6.122525,3.55057,9.025728,4.072295,2.456189,-1.118823,-0.636228,-0.701139,0.919075,0.466597,0.073229,0.415287,0.029425
7.708894,8.562322,1.216933,7.397029,3.884175,-1.577791,-0.756625,-1.549759,0.331876,0.892566,0.845117,0.176652,0.009532
6.715395,7.69645,2.916719,2.220692,3.186576,-1.169318,-1.172057,-0.845201,0.462944,0.880517,0.347928,0.722042,0.029657
3.213656,1.111131,6.871791,2.662556,3.11376,-0.841452,-0.764939,-1.507369,0.95252,0.477758,0.687488,0.998499,0.032511
2.753329,8.409062,9.535955,0.65988,3.21298,-1.543207,-0.983352,-0.686422,0.262925,0.516358,0.17691,0.586622,-0.0476
6.311306,4.048708,1.121533,0.924733,2.695314,-1.503523,-0.557503,-0.634287,0.732953,0.626212,0.099685,0.85083,-0.017754
9.956762,7.250328,0.7255,7.632743,3.278776,-1.194658,-1.286381,-0.797737,0.501828,0.398335,0.7924,0.980767,0.026659
5.959159,3.165575,1.50199,8.56427,3.439145,-0.949837,-1.447898,-1.04141,0.084184,0.195831,0.399744,0.064733,-0.050075
9.071229,1.028532,2.313833,4.721147,3.139379,-0.995766,-1.495787,-0.647826,0.426731,0.873724,0.495234,0.052244,-0.023996
3.071217,3.599273,5.3162,7.195883,3.367273,-1.003497,-1.080864,-1.282913,0.630552,0.081486,0.351763,0.306086,-0.022933
3.91189,3.263158,3.541589,9.493078,4.245988,-1.40422,-1.602672,-1.239097,0.297205,0.928706,0.327552,0.370268,-0.013427
6.975697,4.247619,3.895126,3.307572,4.619322,-1.728679,-0.945841,-1.944802,0.994005,0.738604,0.580147,0.175366,0.060684
7.365194,9.421229,4.802805,3.927426,3.609491,-1.431183,-1.26455,-0.913757,0.475047,0.932847,0.399554,0.893032,0.060959
1.307064,5.837798,6.415752,8.567781,3.728536,-1.978948,-0.551507,-1.198081,0.145698,0.370722,0.529609,0.118987,-0.014684
2.840959,3.438158,8.823605,0.913808,2.767479,-0.703915,-1.253311,-0.810252,0.77439,0.167071,0.663483,0.442628,-0.026237
2.263204,1.73359,6.461748,8.330378,4.527803,-0.640596,-1.980357,-1.90685,0.842407,0.308283,0.955465,0.345293,0.017102
7.498846,3.782744,3.86957,4.903026,4.267391,-1.810226,-1.217963,-1.239202,0.465927,0.203799,0.239448,0.996746,0.033632
0.967094,8.370311,1.092112,3.866328,3.622939,-0.660736,-1.613819,-1.348384,0.104121,0.668036,0.70494,0.566036,-0.033325
7.813644,9.358526,9.323467,4.032377,3.966155,-1.32491,-1.409017,-1.232228,0.833221,0.395792,0.984042,0.795406,0.078569
3.566826,3.701044,7.25924,0.606002,3.36346,-1.209628,-0.877729,-1.276103,0.705723,0.180772,0.857916,0.181356,0.01075
7.709826,9.587324,4.242984,3.378707,4.085372,-1.005444,-1.233724,-1.846203,0.989276,0.657709,0.342946,0.22573,0.052376
9.93124,7.306405,1.096166,6.406283,3.731563,-0.818658,-1.129996,-1.782909,0.301543,0.786154,0.432596,0.54195,0.025926
7.688306,9.881349,3.726803,0.899813,4.512151,-1.673421,-1.395115,-1.443615,0.202438,0.710622,0.584929,0.629536,-0.015092
2.534801,4.287765,6.1644,6.565017,3.073422,-0.813923,-1.076001,-1.183498,0.987883,0.754394,0.071721,0.386065,0.020884
9.946983,6.925628,2.30492,5.430477,3.299078,-1.305968,-1.291898,-0.701211,0.880485,0.902995,0.153187,0.824756,0.07122
0.929906,0.668789,9.881431,5.130311,3.443754,-0.921441,-1.509545,-1.012768,0.067708,0.677744,0.640487,0.524092,-0.030606
0.895326,5.397509,8.55488,1.308974,4.540608,-1.736385,-1.978916,-0.825307,0.90923,0.616363,0.605183,0.941323,-0.051465
9.721645,4.553964,4.283724,0.655336,3.2598,-1.806722,-0.603143,-0.849935,0.437623,0.586871,0.805871,0.447287,-0.00454
8.574696,1.527513,2.172922,3.112236,4.60427,-1.465365,-1.973712,-1.165193,0.225599,0.968512,0.177505,0.748346,-0.063305
8.820413,8.271415,2.991801,7.30753,4.592643,-1.410145,-1.603956,-1.578542,0.474898,0.828855,0.318281,0.07137,0.030849
7.47485,6.570201,5.715276,9.052336,3.051875,-1.903699,-0.571176,-0.577,0.918242,0.654236,0.60474,0.465789,0.080959
1.771122,6.621183,2.191491,3.872048,4.424089,-1.961392,-1.45683,-1.005867,0.914389,0.256846,0.938503,0.766736,0.021374
8.932137,0.791007,5.474454,7.079977,3.813639,-0.753498,-1.628919,-1.431222,0.69449,0.669634,0.146944,0.281891,-0.015296
9.638,1.574008,3.43635,4.465638,4.733838,-1.996101,-1.839396,-0.898341,0.1723,0.257548,0.396815,0.467538,-0.034081
8.552788,5.913993,1.77068,3.676942,3.880385,-1.137474,-0.981958,-1.760952,0.919693,0.879841,0.984278,0.602498,0.050487
1.839159,9.644907,4.179978,9.199507,3.633208,-1.646025,-0.958814,-1.028369,0.395955,0.611884,0.474984,0.737255,0.031158
5.980524,6.050899,7.375916,7.586723,4.537904,-1.7524,-1.418002,-1.367502,0.476375,0.980728,0.315328,0.688251,0.076252
0.897413,9.21922,2.102211,7.345062,4.608838,-1.941078,-1.179991,-1.487769,0.373813,0.686185,0.806673,0.998813,0.024908
7.535855,9.399724,2.890362,7.555245,3.670354,-1.81651,-1.191748,-0.662097,0.186332,0.848218,0.684469,0.160297,0.019979
3.089,3.183568,1.564547,6.125096,4.749716,-1.656335,-1.78434,-1.309042,0.989673,0.744027,0.765464,0.478253,0.043644
6.403771,7.824829,7.286807,5.668456,4.21447,-0.789389,-1.906286,-1.518795,0.207983,0.798911,0.204274,0.148843,0.022088
7.69252,8.274418,9.996263,9.07208,2.149351,-0.565695,-0.898272,-0.685384,0.476171,0.474949,0.818786,0.98487,0.083609
6.384443,1.543771,6.267276,3.003601,4.211872,-1.976905,-1.677186,-0.55778,0.607714,0.554823,0.810212,0.808198,0.044045
5.294751,8.876393,3.075703,1.594688,3.827621,-1.989845,-1.078543,-0.759233,0.604678,0.671767,0.934541,0.511659,0.018734
1.322494,0.608154,7.786163,5.069907,2.783347,-1.235578,-0.957854,-0.589914,0.599364,0.334982,0.592443,0.845965,-0.006687
5.06759,1.710717,9.058372,9.142844,3.510324,-1.364428,-0.58477,-1.561127,0.933796,0.065156,0.610485,0.94163,0.064976
7.372044,6.241781,8.671459,3.782891,2.857745,-0.686323,-1.316598,-0.854823,0.330494,0.493269,0.900338,0.535688,0.055395
3.106653,6.508384,5.759357,1.726836,4.263905,-0.877947,-1.387508,-1.99845,0.561214,0.47312,0.871137,0.949787,0.039558
2.014489,4.823511,0.783932,2.63181,3.704302,-1.8877,-1.102214,-0.714388,0.238652,0.321929,0.932517,0.518816,-0.02797
6.407428,9.562355,9.412115,4.52701,3.180073,-1.440326,-1.214816,-0.524931,0.500144,0.193708,0.789453,0.953354,0.057643
7.011987,6.356366,9.285902,8.243593,3.789226,-1.188959,-1.4864,-1.113866,0.131485,0.592989,0.870252,0.443699,0.057479
6.480269,2.715327,4.774458,5.564125,3.23795,-1.132839,-0.992498,-1.112613,0.769699,0.429059,0.157729,0.49656,0.028514
0.623488,5.940389,9.620514,4.16111,3.350848,-1.527159,-1.275115,-0.548574,0.201373,0.60916,0.408779,0.63134,0.00862
1.402361,5.230461,3.20844,6.245803,4.499151,-1.897797,-1.224031,-1.377323,0.191743,0.056872,0.485068,0.45757,-0.047802
8.743072,3.139039,8.587921,0.60287,4.349033,-1.318645,-1.566726,-1.463662,0.073203,0.948718,0.195556,0.259351,-0.047254
2.047078,8.193479,9.602954,9.262251,3.551578,-0.669944,-1.653664,-1.22797,0.862786,0.910093,0.596016,0.481347,0.047118
7.956531,5.619649,9.081661,5.414868,3.830535,-1.282066,-1.367484,-1.180985,0.715297,0.256459,0.489399,0.086459,0.0332
2.363465,9.947194,9.986547,3.577064,3.947005,-1.936792,-0.892368,-1.117846,0.1532,0.106078,0.542114,0.677361,-0.014254
4.019505,4.91699,7.156925,7.479451,2.608319,-0.571217,-1.481081,-0.55602,0.899835,0.636727,0.697265,0.793372,0.086833
6.331237,4.266352,1.263217,8.311127,4.496984,-1.786645,-0.992184,-1.718156,0.519197,0.936361,0.768558,0.861564,0.043245
2.49858,3.158295,9.632376,7.981068,2.811266,-0.91789,-1.182684,-0.710692,0.172398,0.880992,0.814594,0.761952,0.044396
2.842293,5.244,5.617744,0.879096,3.938414,-1.191745,-1.570226,-1.176444,0.445715,0.510829,0.115899,0.655569,-0.058568
9.217838,1.910127,0.717046,6.790495,4.223463,-0.947887,-1.415807,-1.85977,0.876753,0.156574,0.215856,0.629038,0.023146
3.565159,2.726159,7.817135,9.023422,3.465344,-1.81164,-0.849592,-0.804113,0.443786,0.317588,0.809251,0.346508,0.024244
9.493106,9.123278,8.390019,3.703177,2.505571,-0.535383,-1.206006,-0.764182,0.937046,0.248698,0.454869,0.714384,0.052078
