@relation energydata_complete

@attribute Appliances numeric
@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric

@data
60,0,21.1,39.9,20.5,39.7,21.79,37.663333,20,38.76,19.463333,44.93,14.6,18.096667,20.29,34.326667,21.39,39.79,19.73,38.326667,10.7,755.633333,73,2.666667,22,6.03,24.732917
60,0,21.166667,39.9,20.5,39.76,21.79,37.59,20,38.73,19.39,44.79,14.233333,18.363333,20.23,34.326667,21.39,39.79,19.79,38.4,10.9,755.516667,73,2.833333,22,6.22,46.8274
50,0,21.1,39.9,20.39,39.79,21.79,37.7,20,38.79,19.39,44.79,14.1,19.096667,20.29,34.4,21.39,39.79,19.79,38.4,11.1,755.4,73,3,22,6.4,40.770045
60,0,21.133333,39.933333,20.39,39.863333,21.79,37.7,20,38.79,19.39,44.79,14.033333,19.926667,20.2675,34.45,21.39,39.79,19.73,38.4,11.2,755.233333,73.333333,3,21.666667,6.52,44.466592
60,0,21.2,40,20.39,39.933333,21.79,37.7,20,38.79,19.426667,44.933333,14.16,20.326667,20.2,34.466667,21.39,39.863333,19.76,38.5,11.2,755.066667,73.666667,3,21.333333,6.63,9.784046
60,0,21.2,40,20.39,40,21.79,37.7,20,38.79,19.426667,44.933333,14.3,20.333333,20.2,34.53,21.39,39.9,19.76,38.5,11.3,754.9,74,3,21,6.75,25.819133
70,0,21.2,40,20.29,40.09,21.856667,37.76,20,38.79,19.5,45,14.36,20.933333,20.2,34.59,21.39,39.9,19.73,38.5,11.4,754.733333,74.333333,3,20.666667,6.87,0.030666
60,0,21.2,40,20.29,40.09,21.79,37.7,20,38.79,19.426667,44.933333,14.5,20.893333,20.2,34.7,21.39,39.933333,19.79,38.56,11.4,754.566667,74.666667,3,20.333333,6.98,44.942121
60,0,21.2,40,20.29,40.23,21.79,37.76,20,38.79,19.39,45,14.5,20.96,20.2,34.76,21.39,40.06,19.73,38.59,11.5,754.4,75,3,20,7.1,22.03121
50,0,21.2,40,20.23,40.29,21.856667,37.833333,19.963333,38.79,19.39,45,14.263333,21.4,20.2,34.79,21.39,40.09,19.73,38.59,11.6,754.3,74.833333,3,20.333333,7.18,12.996681
50,0,21.2,40,20.2,40.433333,21.856667,37.863333,19.89,38.863333,19.39,45,14.19,22.4,20.2,34.863333,21.39,40.09,19.7,38.626667,11.7,754.2,74.666667,3,20.666667,7.27,17.938029
60,0,21.166667,40.03,20.133333,40.56,21.79,37.79,19.89,38.826667,19.39,45,14.09,23.16,20.2,34.933333,21.39,40.2,19.76,38.7,11.8,754.1,74.5,3,21,7.35,25.057712
50,0,21.166667,40.09,20.1,40.73,21.79,37.826667,19.89,38.9,19.39,45.09,13.696667,24.233333,20.2,35,21.39,40.2,19.73,38.73,11.9,754,74.333333,3,21.333333,7.43,27.787074
60,0,21.133333,40.09,20.025,40.8425,21.79,37.9,19.89,38.9,19.39,45.09,13.5,25.99,20.2,35.03,21.39,40.29,19.73,38.79,12,753.9,74.166667,3,21.666667,7.52,28.290584
70,0,21.2,40.163333,20,41,21.79,37.9,19.89,38.933333,19.39,45.09,13.5,26.723333,20.2,35.09,21.39,40.363333,19.7,38.79,12.1,753.8,74,3,22,7.6,31.192255
50,0,21.2,40.23,19.89,41.126667,21.79,37.9,19.963333,39,19.39,45.09,13.445,27.4,20.2,35.2,21.39,40.433333,19.76,38.863333,12.1,753.766667,74.666667,3,21.833333,7.72,47.273493
40,0,21.2,40.23,19.89,41.26,21.79,37.9,19.89,39.03,19.39,45.09,13.36,28.16,20.2,35.26,21.39,40.5225,19.7,38.933333,12.1,753.733333,75.333333,3,21.666667,7.83,29.035854
30,0,21.2,40.29,19.856667,41.4,21.79,38,19.89,39.09,19.39,45.163333,13.226667,29.16,20.166667,35.29,21.39,40.59,19.7,39,12.1,753.7,76,3,21.5,7.95,3.838247
40,0,21.133333,40.29,19.79,41.4,21.79,37.933333,19.89,39.09,19.39,45.2,13.066667,30.596667,20.166667,35.363333,21.39,40.7,19.7,39.045,12.1,753.666667,76.666667,3,21.333333,8.07,0.735516
50,0,21.166667,40.4,19.79,41.53,21.79,38,19.89,39.163333,19.39,45.2,12.926667,31.656667,20.166667,35.433333,21.39,40.7,19.7,39.126667,12.1,753.633333,77.333333,3,21.166667,8.18,31.19965
60,0,21.1,40.4,19.73,41.723333,21.79,38,19.89,39.2,19.39,45.2,12.86,33.393333,20.1,35.5,21.39,40.79,19.7,39.2,12.1,753.6,78,3,21,8.3,4.216298
50,0,21.1,40.45,19.7,41.826667,21.79,38.03,19.89,39.26,19.39,45.29,12.666667,35,20.1,35.5,21.39,40.863333,19.7,39.29,12.1,753.516667,78.166667,3,21.166667,8.33,3.950221
70,0,21.1,40.53,19.633333,41.9,21.79,38.09,19.89,39.29,19.39,45.29,12.463333,36.923333,20.1,35.5675,21.39,41,19.7,39.29,12.1,753.433333,78.333333,3,21.333333,8.37,11.996124
60,0,21.1,40.59,19.6,42.03,21.79,38.126667,19.823333,39.29,19.323333,45.29,12.33,38.256667,20.1,35.663333,21.323333,41.06,19.7,39.29,12.1,753.35,78.5,3,21.5,8.4,16.609026
60,0,21.1,40.626667,19.6,42.163333,21.79,38.2,19.89,39.433333,19.39,45.29,12.066667,40.43,20.1,35.79,21.39,41.23,19.7,39.29,12.1,753.266667,78.666667,3,21.666667,8.43,47.973079
60,0,21.1,40.7,19.566667,42.326667,21.79,38.23,19.89,39.5,19.356667,45.363333,11.926667,41.823333,20.1,35.79,21.323333,41.29,19.7,39.326667,12.1,753.183333,78.833333,3,21.833333,8.47,14.603022
50,0,21.1,40.79,19.5,42.466667,21.79,38.29,19.79,39.433333,19.356667,45.363333,11.89,42.29,20.1,35.9,21.39,41.4,19.7,39.466667,12.1,753.1,79,3,22,8.5,38.872811
60,0,21.1,40.79,19.5,42.626667,21.79,38.29,19.856667,39.56,19.39,45.4,11.89,42.623333,20.1,35.9,21.39,41.4,19.666667,39.5,12,753.116667,80,3,21.666667,8.6,37.239217
60,0,21.1,40.826667,19.426667,42.7,21.79,38.29,19.79,39.59,19.39,45.4,11.86,43.433333,20.1,35.975,21.39,41.5,19.6,39.5,11.9,753.133333,81,3,21.333333,8.7,24.859119
50,0,21.1,40.9,19.39,42.73,21.79,38.326667,19.79,39.59,19.323333,45.5,11.8,43.56,20.1,36.06,21.323333,41.5,19.7,39.7,11.9,753.15,82,3,21,8.8,49.858158
50,0,21.1,40.9,19.39,42.863333,21.79,38.4,19.79,39.7,19.39,45.5,11.66,45.5,20.1,36.03,21.356667,41.59,19.7,39.7,11.8,753.166667,83,3,20.666667,8.9,44.794293
60,0,21.033333,40.9,19.39,42.933333,21.79,38.4,19.79,39.7225,19.39,45.5,11.533333,46.426667,20.1,36.09,21.356667,41.59,19.6,39.7,11.7,753.183333,84,3,20.333333,9,34.372604
70,0,21.1,41,19.315,43.095,21.79,38.466667,19.79,39.79,19.39,45.5,11.463333,47.366667,20.1,36.126667,21.356667,41.7,19.6,39.7,11.6,753.2,85,3,20,9.1,30.318425
60,0,21.1,41.06,19.29,43.2,21.79,38.5,19.79,39.826667,19.39,45.59,11.4175,48.4,20.1,36.2,21.29,41.7,19.6,39.73,11.4,753.183333,86.166667,2.666667,27,9.13,39.412594
60,0,21.033333,41.03,19.29,43.326667,21.79,38.5,19.79,39.9,19.39,45.59,11.626667,49.233333,20.1,36.23,21.356667,41.79,19.6,39.79,11.3,753.166667,87.333333,2.333333,34,9.17,46.320263
50,0,21.033333,41.09,19.23,43.326667,21.73,38.5,19.79,40,19.356667,45.59,11.756667,49.266667,20.1,36.29,21.29,41.79,19.6,39.9,11.1,753.15,88.5,2,41,9.2,33.611493
50,0,21.033333,41.126667,19.2,43.433333,21.76,38.5,19.79,40,19.356667,45.59,11.89,49.193333,20.1,36.29,21.29,41.9,19.6,39.966667,10.9,753.133333,89.666667,1.666667,48,9.23,21.424808
50,0,21.033333,41.126667,19.2,43.5,21.7,38.5,19.79,40.09,19.39,45.59,12.166667,48.796667,20.033333,36.29,21.29,41.933333,19.6,40,10.8,753.116667,90.833333,1.333333,55,9.27,2.691363
30,0,21,41.126667,19.2,43.626667,21.7,38.59,19.79,40.09,19.39,45.663333,12.36,47.996667,20.1,36.4,21.29,42,19.6,40.03,10.6,753.1,92,1,62,9.3,35.981316
50,0,21,41.2,19.2,43.7,21.7,38.59,19.79,40.2,19.39,45.7,12.666667,46.3,20.1,36.466667,21.29,42,19.6,40.09,11.1,753.05,88.666667,1.666667,56.333333,9.18,47.058685
30,0,21,41.2,19.166667,43.7,21.7,38.53,19.79,40.26,19.315,45.7,12.86,45.026667,20,36.433333,21.29,42.06,19.6,40.2,11.6,753,85.333333,2.333333,50.666667,9.07,44.326534
60,0,21,41.2675,19.166667,43.76,21.7,38.59,19.79,40.29,19.29,45.7,13,43.923333,20,36.5,21.29,42.09,19.6,40.2,12.1,752.95,82,3,45,8.95,28.629384
60,0,21,41.29,19.166667,43.79,21.666667,38.56,19.79,40.29,19.29,45.7,13.066667,43.463333,20,36.5,21.29,42.09,19.6,40.23,12.6,752.9,78.666667,3.666667,39.333333,8.83,41.701309
60,0,21,41.4,19.1,43.79,21.6,38.56,19.79,40.4,19.29,45.7,13.1,43.36,20,36.59,21.29,42.2,19.6,40.29,13.1,752.85,75.333333,4.333333,33.666667,8.72,23.118774
50,0,21,41.4,19.1,43.933333,21.6,38.59,19.79,40.4,19.29,45.79,13.1,43.633333,20,36.59,21.29,42.2,19.566667,40.326667,13.6,752.8,72,5,28,8.6,28.225011
60,0,21,41.5,19.166667,44,21.6,38.663333,19.73,40.5,19.29,45.79,13.1,44.266667,20,36.626667,21.29,42.23,19.566667,40.4,13.6,752.75,72.166667,5.333333,27.833333,8.67,17.119695
50,0,21,41.5,19.1,44.09,21.6,38.7,19.73,40.5,19.29,45.79,13.1,44.4,20,36.7,21.29,42.29,19.5,40.433333,13.7,752.7,72.333333,5.666667,27.666667,8.73,18.626408
60,0,21,41.59,19.1,44.09,21.533333,38.76,19.7,40.53,19.29,45.79,13.19,44.2,20,36.7,21.29,42.326667,19.566667,40.5,13.7,752.65,72.5,6,27.5,8.8,18.654592
60,0,20.926667,41.59,19.1,44.126667,21.5,38.79,19.7,40.59,19.29,45.79,13.19,44.2,20,36.7,21.29,42.4,19.533333,40.53,13.7,752.6,72.666667,6.333333,27.333333,8.87,21.563545
60,0,20.89,41.626667,19.1,44.2,21.5,38.79,19.7,40.626667,19.29,45.79,13.13,44.426667,20,36.79,21.29,42.433333,19.533333,40.59,13.8,752.55,72.833333,6.666667,27.166667,8.93,6.409195
60,0,20.89,41.7,19.1,44.29,21.5,38.79,19.7,40.7225,19.29,45.79,13.13,45.166667,20,36.79,21.29,42.5,19.6,40.626667,13.8,752.5,73,7,27,9,13.714981
60,0,20.89,41.73,19.1,44.3175,21.5,38.79,19.7,40.79,19.29,45.79,13.05,46.15,20,36.9,21.29,42.53,19.533333,40.7,13.8,752.45,73.166667,7,27.333333,9.05,29.37338
50,0,20.89,41.79,19.1,44.4,21.5,38.826667,19.7,40.79,19.29,45.826667,13,46.8,20,36.9,21.29,42.59,19.566667,40.73,13.8,752.4,73.333333,7,27.666667,9.1,5.403867
60,0,20.89,41.826667,19.1,44.5,21.5,38.9,19.7,40.863333,19.29,45.9,13,47.06,20,37,21.29,42.626667,19.5,40.79,13.9,752.35,73.5,7,28,9.15,11.875407
50,0,20.89,41.9,19.1,44.5,21.566667,38.966667,19.7,41,19.29,45.9,13,47.26,20,37,21.29,42.7,19.5,40.9,13.9,752.3,73.666667,7,28.333333,9.2,7.600125
60,0,20.89,41.933333,19.1,44.53,21.533333,39,19.7,41,19.29,45.9,13,47.2,20,37.09,21.29,42.73,19.5,40.9,13.9,752.25,73.833333,7,28.666667,9.25,41.137076
60,0,20.89,42,19.1,44.59,21.6,39,19.7,41,19.29,45.9,13,47.433333,20,37.09,21.29,42.79,19.5,40.95,13.9,752.2,74,7,29,9.3,20.925173
60,0,20.89,42.03,19.1,44.7,21.6,39.09,19.7,41.06,19.29,45.9,13.066667,47.433333,20,37.2,21.29,42.79,19.5,41.09,13.8,752.183333,74.666667,7,28.833333,9.35,38.884249
60,0,20.89,42.09,19.1,44.7,21.6,39.09,19.7,41.09,19.29,45.9,13.1,48.126667,20,37.2,21.29,42.9,19.5,41.09,13.7,752.166667,75.333333,7,28.666667,9.4,3.133471
30,0,20.89,42.09,19.033333,44.656667,21.6,39.09,19.7,41.163333,19.29,45.975,13.033333,50.593333,20,37.29,21.29,42.966667,19.5,41.126667,13.6,752.15,76,7,28.5,9.45,7.419002
40,0,20.89,42.1175,19.033333,44.73,21.6,39.09,19.7,41.2,19.29,46,12.763333,54,20,37.3725,21.26,43,19.5,41.2,13.5,752.133333,76.666667,7,28.333333,9.5,36.673179
30,0,20.89,42.2,19.1,44.9,21.6,39.09,19.7,41.26,19.29,46,12.63,56.26,20,37.4,21.26,43.133333,19.5,41.29,13.4,752.116667,77.333333,7,28.166667,9.55,7.00081
50,0,20.89,42.29,19.1,44.966667,21.6,39.09,19.7,41.326667,19.29,46,12.566667,58.533333,20,37.53,21.29,43.23,19.5,41.363333,13.3,752.1,78,7,28,9.6,46.890188
50,0,20.89,42.29,19.033333,44.963333,21.6,39.09,19.7,41.466667,19.29,46.03,12.5,59.666667,20,37.663333,21.29,43.363333,19.5,41.433333,13.1,752.116667,79.833333,7,33.833333,9.77,9.949139
70,0,20.89,42.433333,19.033333,45.03,21.6,39.09,19.7,41.5,19.29,46.09,12.39,60.696667,20,37.7,21.29,43.433333,19.5,41.5,13,752.133333,81.666667,7,39.666667,9.93,7.849964
60,0,20.89,42.5,19.066667,45.09,21.6,39.09,19.7,41.56,19.29,46.09,12.33,61.09,20,37.76,21.29,43.56,19.5,41.59,12.8,752.15,83.5,7,45.5,10.1,34.558011
70,0,20.89,42.5,19.066667,45.163333,21.6,39.163333,19.7,41.626667,19.29,46.09,12.3,61.566667,20,37.9,21.29,43.59,19.5,41.663333,12.6,752.166667,85.333333,7,51.333333,10.3,38.080479
70,0,20.89,42.56,19,45.2,21.6,39.326667,19.633333,41.7,19.29,46.09,12.226667,61.9,20,37.966667,21.23,43.59,19.5,41.79,12.5,752.183333,87.166667,7,57.166667,10.4,6.254321
50,0,20.89,42.7,19,45.26,21.6,39.4,19.6,41.7,19.29,46.163333,12.19,62.33,20,38,21.23,43.73,19.5,41.863333,12.3,752.2,89,7,63,10.6,37.718263
60,0,20.89,42.7,19,45.326667,21.6,39.4,19.675,41.875,19.29,46.2,12.19,62.663333,20,38.06,21.29,43.79,19.5,41.933333,12.3,752.166667,89.5,6.666667,63.166667,10.6,41.628887
50,0,20.89,42.73,19,45.4,21.6,39.4,19.633333,41.933333,19.29,46.26,12.145,62.895,20,38.09,21.26,43.863333,19.5,42,12.2,752.133333,90,6.333333,63.333333,10.7,18.046872
50,0,20.823333,42.73,19,45.5,21.6,39.5,19.6,41.933333,19.29,46.29,12,63.366667,20,38.163333,21.26,43.93,19.5,42.09,12.2,752.1,90.5,6,63.5,10.7,25.114651
50,0,20.79,42.79,19,45.53,21.6,39.5,19.6,42,19.23,46.23,12,63.9,19.963333,38.2,21.26,43.966667,19.5,42.09,12.2,752.066667,91,5.666667,63.666667,10.7,30.249989
60,0,20.79,42.79,19,45.59,21.6,39.5,19.633333,42.126667,19.29,46.326667,11.89,64.09,19.89,38.26,21.26,44.026667,19.5,42.2,12.1,752.033333,91.5,5.333333,63.833333,10.8,36.696721
60,0,20.79,42.933333,19,45.626667,21.6,39.59,19.633333,42.126667,19.29,46.4,11.89,64.363333,20,38.326667,21.26,44.06,19.5,42.26,12.1,752,92,5,64,10.8,40.304532
60,0,20.79,43,19,45.7,21.6,39.59,19.6,42.2,19.29,46.4,11.8,64.76,19.926667,38.4,21.26,44.06,19.5,42.29,12.1,751.966667,92.166667,4.666667,64,10.8,46.125444
70,0,20.79,42.966667,19,45.79,21.666667,39.663333,19.6,42.26,19.23,46.326667,11.8,65.026667,19.963333,38.4,21.29,44.145,19.5,42.4,12,751.933333,92.333333,4.333333,64,10.8,41.400655
60,0,20.79,42.966667,19,45.863333,21.666667,39.663333,19.6,42.29,19.2,46.4,11.86,65.156667,19.89,38.466667,21.29,44.23,19.426667,42.4,11.9,751.9,92.5,4,64,10.8,48.412785
60,0,20.79,43.03,19,45.933333,21.7,39.73,19.6,42.29,19.2,46.4,11.8,65.09,19.89,38.5,21.29,44.29,19.5,42.5,11.9,751.866667,92.666667,3.666667,64,10.7,35.864621
50,0,20.79,43.09,19,46,21.7,39.79,19.6,42.326667,19.2,46.4,11.86,65.126667,19.963333,38.5,21.29,44.29,19.5,42.56,11.9,751.833333,92.833333,3.333333,64,10.7,40.189044
40,0,20.79,43.09,18.89,46,21.666667,39.76,19.6,42.4,19.29,46.53,11.8,65,19.89,38.545,21.23,44.23,19.5,42.59,11.8,751.8,93,3,64,10.7,41.196443
30,0,20.79,43.126667,18.89,46.06,21.666667,39.76,19.6,42.5,19.29,46.59,11.8,65.226667,19.963333,38.59,21.23,44.326667,19.5,42.59,11.8,751.783333,92.833333,3,56.666667,10.7,37.240926
50,0,20.79,43.2,18.89,46.2,21.6,39.7,19.6,42.5,19.2,46.5,11.8,65.226667,19.963333,38.663333,21.29,44.4,19.5,42.7,11.8,751.766667,92.666667,3,49.333333,10.7,25.614218
40,0,20.79,43.23,18.89,46.2,21.6,39.7,19.6,42.59,19.2,46.5,11.86,65.296667,19.89,38.7,21.29,44.4,19.5,42.7,11.9,751.75,92.5,3,42,10.7,19.603228
70,0,20.79,43.29,18.89,46.2,21.6,39.79,19.6,42.59,19.23,46.53,11.8,65.156667,19.89,38.7,21.29,44.4,19.5,42.73,11.9,751.733333,92.333333,3,34.666667,10.6,17.555726
50,0,20.79,43.26,18.89,46.26,21.6,39.79,19.6,42.626667,19.23,46.53,11.83,65.226667,20,38.7,21.26,44.466667,19.5,42.79,11.9,751.716667,92.166667,3,27.333333,10.6,36.124816
50,0,20.79,43.26,18.89,46.29,21.6,39.826667,19.6,42.7,19.29,46.59,11.89,65.3,20,38.7,21.2,44.4,19.39,42.7,11.9,751.7,92,3,20,10.6,33.331974
70,0,20.79,43.326667,18.89,46.29,21.6,39.9,19.6,42.7,19.23,46.53,11.733333,64.523333,19.963333,38.76,21.2,44.4,19.39,42.76,11.9,751.716667,91.833333,3.166667,20.333333,10.6,48.072419
50,0,20.79,43.4,18.89,46.4,21.6,39.933333,19.6,42.7,19.29,46.7,11.37,63.8675,19.89,38.76,21.2,44.4,19.39,42.79,11.9,751.733333,91.666667,3.333333,20.666667,10.6,38.927368
60,0,20.79,43.29,18.89,46.4,21.6,39.933333,19.6,42.7,19.23,46.626667,11.033333,63.76,19.89,38.79,21.2,44.4,19.39,42.79,11.9,751.75,91.5,3.5,21,10.6,29.404472
60,0,20.79,43.29,18.89,46.4,21.6,39.933333,19.6,42.79,19.2,46.59,10.86,64.566667,19.89,38.79,21.2,44.4,19.39,42.79,12,751.766667,91.333333,3.666667,21.333333,10.6,26.986783
60,0,20.79,43.29,18.89,46.5,21.6,40,19.533333,42.79,19.2,46.59,10.8,65.3,19.89,38.76,21.26,44.466667,19.39,42.79,12,751.783333,91.166667,3.833333,21.666667,10.6,33.635123
60,0,20.79,43.363333,18.89,46.5,21.6,40.06,19.6,42.79,19.23,46.656667,10.89,66.226667,19.963333,38.76,21.2,44.326667,19.39,42.79,12,751.8,91,4,22,10.6,7.335704
60,0,20.79,43.4,18.926667,46.4,21.6,40.09,19.6,42.79,19.23,46.73,11.03,66.766667,19.89,38.79,21.2,44.4,19.39,42.79,12,751.833333,91,4,22.166667,10.6,33.763858
50,0,20.79,43.4,19,46.4,21.6,40.09,19.6,42.826667,19.26,46.7,11.13,66.933333,19.89,38.79,21.2,44.4,19.39,42.845,11.9,751.866667,91,4,22.333333,10.5,17.707454
50,0,20.79,43.4,19,46.29,21.6,40.09,19.6,42.826667,19.2,46.7,11.263333,67,19.89,38.79,21.2,44.4,19.39,42.9,11.9,751.9,91,4,22.5,10.5,31.05139
60,0,20.79,43.4,19,46.29,21.6,40.09,19.6,42.9,19.2,46.7,11.33,66.73,19.89,38.863333,21.2,44.45,19.39,42.9,11.9,751.933333,91,4,22.666667,10.5,40.252523
60,0,20.79,43.433333,19.1,46.29,21.6,40.09,19.6,42.9,19.26,46.76,11.53,66.796667,19.89,38.9,21.2,44.466667,19.5,43,11.8,751.966667,91,4,22.833333,10.4,35.871041
50,0,20.79,43.5,19.166667,46.156667,21.6,40.09,19.6,42.9,19.2,46.7,11.866667,66.933333,19.89,38.9,21.2,44.5,19.426667,42.933333,11.8,752,91,4,23,10.4,42.891749
70,0,20.79,43.5,19.29,46.06,21.6,40.09,19.6,42.826667,19.26,46.79,12.126667,66.533333,19.945,38.95,21.2,44.5,19.5,43,11.9,752.05,90.666667,4,23,10.4,40.688699
40,0,20.79,43.5,19.356667,45.933333,21.6,40.09,19.6,42.826667,19.2,46.73,12.33,65.633333,20,39,21.2,44.5,19.633333,43,12,752.1,90.333333,4,23,10.5,3.104092
50,0,20.79,43.5,19.426667,45.79,21.7,40.2,19.6,43.026667,19.2,46.7,12.463333,65.1,19.926667,39.06,21.2,44.5,20.093333,43.193333,12.1,752.15,90,4,23,10.5,31.812078
30,0,20.823333,43.53,19.5,45.73,21.7,40.126667,19.6,43.266667,19.2,46.76,12.9,63.963333,19.89,39.03,21.23,44.53,20.76,42.466667,12.1,752.2,89.666667,4,23,10.5,15.925095
30,0,20.823333,43.53,19.663333,45.56,21.7,40.126667,19.666667,43.526667,19.29,46.9,13.293333,62.23,19.89,39.09,21.29,44.59,20.76,41.59,12.2,752.25,89.333333,4,23,10.6,23.547062
60,0,20.823333,43.463333,19.996667,45.3,21.633333,40.126667,19.73,43.7,19.29,46.9,13.756667,59.43,20,39.09,21.29,44.7,20.566667,41.723333,12.3,752.3,89,4,23,10.6,24.147445
50,0,20.89,43.59,20.393333,44.66,21.6,40.09,19.856667,43.7,19.29,46.9,14.09,56.763333,20,39.163333,21.29,44.7,20.39,42.03,12.6,752.316667,88,4.166667,25.833333,10.7,0.511048
60,0,20.89,43.626667,20.933333,44.133333,21.6,40.163333,20.05,43.645,19.29,46.966667,14.6,53.133333,20,39.23,21.29,44.79,20.323333,42.09,12.8,752.333333,87,4.333333,28.666667,10.7,35.269995
60,0,20.89,43.7,21.63,42.996667,21.6,40.2,20.133333,43.56,19.29,47,15.075,49.595,20,39.29,21.29,44.79,20.2,42.126667,13.1,752.35,86,4.5,31.5,10.8,32.991337
70,0,20.89,43.79,22.096667,42.256667,21.666667,40.26,20.26,43.5,19.29,47,15.56,47.733333,20,39.29,21.29,44.79,20.2,42.26,13.3,752.366667,85,4.666667,34.333333,10.9,6.119838
60,0,20.963333,43.79,22.495,41.25,21.7,40.4,20.426667,43.4,19.29,47.09,16.096667,44.033333,20,39.363333,21.29,44.79,20.1,42.4,13.6,752.383333,84,4.833333,37.166667,10.9,25.280382
60,0,21,43.9,22.86,40.49,21.7,40.425,20.566667,43.326667,19.29,47.09,16.356667,40.7,20,39.4,21.29,44.9,20.033333,42.326667,13.8,752.4,83,5,40,11,48.907678
60,0,21,43.9,23.066667,40.23,21.76,40.5,20.633333,43.163333,19.29,47.126667,16.7,38.563333,20.066667,39.466667,21.29,44.9,20,42.23,14.1,752.416667,81.666667,4.833333,38.166667,11.1,9.096932
50,0,21.1,44,23.23,39.863333,21.79,40.433333,20.76,43.03,19.29,47.2,16.826667,37.096667,20.1,39.53,21.29,44.9,20,42.29,14.4,752.433333,80.333333,4.666667,36.333333,11.1,34.185321
60,0,21.1,44,23.356667,39.656667,21.79,40.5,20.823333,42.9,19.29,47.23,17.096667,35.6,20.1,39.663333,21.29,44.966667,20,42.4,14.8,752.45,79,4.5,34.5,11.2,34.340247
50,0,21.2,44,23.533333,39.43,21.79,40.5,20.89,42.9,19.29,47.29,17.43,35.133333,20.1,39.7,21.39,44.9,20,42.425,15.1,752.466667,77.666667,4.333333,32.666667,11.2,44.537923
60,0,21.2,44,23.6,39.156667,21.856667,40.633333,20.926667,42.79,19.39,47.29,17.39,32.666667,20.1,39.7,21.39,44.9,20,42.5,15.4,752.483333,76.333333,4.166667,30.833333,11.3,6.228409
60,0,21.23,43.933333,23.7,39.026667,21.823333,40.626667,21,42.79,19.323333,47.363333,17.463333,32.46,20.133333,39.7,21.445,44.79,20,42.5,15.7,752.5,75,4,29,11.3,18.172038
60,0,21.29,44,23.7,38.9,21.89,40.626667,21.1,42.863333,19.39,47.45,17.6,30.366667,20.2,39.626667,21.533333,44.7,20,42.53,15.9,752.466667,73.833333,4,30.833333,11.3,22.955715
70,0,21.323333,43.9,23.79,38.76,21.89,40.7,21.166667,42.73,19.323333,47.5,17.666667,28.7,20.29,39.7,21.6,44.626667,20,42.59,16.1,752.433333,72.666667,4,32.666667,11.2,18.663707
60,0,21.4175,43.9,23.856667,38.7,21.89,40.7,21.23,42.7,19.39,47.56,17.7,26.626667,20.323333,39.79,21.7,44.466667,20,42.59,16.3,752.4,71.5,4,34.5,11.2,13.766566
50,0,21.5,43.9,23.89,38.466667,22,40.663333,21.29,42.7,19.323333,47.59,17.76,24.56,20.463333,39.79,21.76,44.266667,20,42.59,16.5,752.366667,70.333333,4,36.333333,11.1,35.644783
60,0,21.533333,43.863333,23.823333,38.326667,22,40.59,21.29,42.56,19.323333,47.59,17.79,20.656667,20.533333,39.76,21.89,44.133333,20,42.663333,16.7,752.333333,69.166667,4,38.166667,11.1,43.085787
50,0,21.6,43.73,23.856667,38.26,22.033333,40.626667,21.356667,42.433333,19.39,47.59,17.856667,18.93,20.6,39.566667,21.963333,43.8,20,42.663333,16.9,752.3,68,4,40,11,45.74053
60,0,21.7,43.663333,23.79,38.126667,22.1,40.7,21.39,42.29,19.39,47.663333,18.033333,19.566667,20.79,39.43,22.133333,43.633333,20,42.7,17.1,752.25,65.833333,4,40,10.7,40.43514
50,0,21.76,43.53,23.79,38.09,22.1,40.7,21.463333,42.29,19.39,47.7,18.166667,19.366667,20.856667,39.29,22.26,43.433333,20,42.7,17.3,752.2,63.666667,4,40,10.3,39.260223
60,0,21.89,43.466667,23.79,38.09,22.1,40.7,21.5,42.29,19.39,47.7,18.323333,18.433333,21.033333,39.163333,22.39,43.133333,20,42.73,17.4,752.15,61.5,4,40,9.95,49.519586
70,0,21.963333,43.326667,23.79,38.163333,22.133333,40.663333,21.5,42.2,19.39,47.73,18.595,17.9175,21.166667,39.03,22.53,43,20.066667,42.863333,17.6,752.1,59.333333,4,40,9.6,15.761078
80,0,22,43.163333,23.79,38.09,22.2,40.663333,21.5,42.126667,19.39,47.79,18.996667,17.33,21.2,38.863333,22.633333,42.79,20.033333,42.826667,17.8,752.05,57.166667,4,40,9.25,49.163015
80,0,22.066667,43.163333,23.7,38.09,22.2,40.59,21.5,42.09,19.39,47.79,19.323333,15.7,21.26,38.79,22.7,42.863333,20.1,42.9,18,752,55,4,40,8.9,29.765861
60,0,22.133333,43.09,23.675,38.24,22.26,40.663333,21.5,42.09,19.463333,47.863333,19.39,14.826667,21.323333,38.76,22.633333,43.193333,20.1,43,18.2,751.95,54.833333,4.166667,40,9,45.271741
