@relation airfoil_self_noise

@attribute ï»?800 numeric
@attribute 0 numeric
@attribute 0.3048 numeric
@attribute 71.3 numeric
@attribute 0.00266337 numeric
@attribute 126.201 numeric

@data
5000,17.4,0.0254,71.3,0.016104,123.126
6300,17.4,0.0254,71.3,0.016104,119.916
8000,17.4,0.0254,71.3,0.016104,115.466
200,17.4,0.0254,55.5,0.016571,109.951
250,17.4,0.0254,55.5,0.016571,110.491
315,17.4,0.0254,55.5,0.016571,111.911
400,17.4,0.0254,55.5,0.016571,115.461
500,17.4,0.0254,55.5,0.016571,119.621
630,17.4,0.0254,55.5,0.016571,122.411
800,17.4,0.0254,55.5,0.016571,123.091
1000,17.4,0.0254,55.5,0.016571,126.001
1250,17.4,0.0254,55.5,0.016571,129.301
1600,17.4,0.0254,55.5,0.016571,126.471
2000,17.4,0.0254,55.5,0.016571,125.261
2500,17.4,0.0254,55.5,0.016571,124.931
3150,17.4,0.0254,55.5,0.016571,124.101
4000,17.4,0.0254,55.5,0.016571,121.771
5000,17.4,0.0254,55.5,0.016571,118.941
6300,17.4,0.0254,55.5,0.016571,114.861
200,17.4,0.0254,39.6,0.017221,114.044
250,17.4,0.0254,39.6,0.017221,114.714
315,17.4,0.0254,39.6,0.017221,115.144
400,17.4,0.0254,39.6,0.017221,115.444
500,17.4,0.0254,39.6,0.017221,117.514
630,17.4,0.0254,39.6,0.017221,124.514
800,17.4,0.0254,39.6,0.017221,135.324
1000,17.4,0.0254,39.6,0.017221,138.274
1250,17.4,0.0254,39.6,0.017221,131.364
1600,17.4,0.0254,39.6,0.017221,127.614
2000,17.4,0.0254,39.6,0.017221,126.644
2500,17.4,0.0254,39.6,0.017221,124.154
3150,17.4,0.0254,39.6,0.017221,123.564
4000,17.4,0.0254,39.6,0.017221,122.724
5000,17.4,0.0254,39.6,0.017221,119.854
200,17.4,0.0254,31.7,0.017663,116.146
250,17.4,0.0254,31.7,0.017663,116.956
315,17.4,0.0254,31.7,0.017663,118.416
400,17.4,0.0254,31.7,0.017663,120.766
500,17.4,0.0254,31.7,0.017663,127.676
630,17.4,0.0254,31.7,0.017663,136.886
800,17.4,0.0254,31.7,0.017663,139.226
1000,17.4,0.0254,31.7,0.017663,131.796
1250,17.4,0.0254,31.7,0.017663,128.306
1600,17.4,0.0254,31.7,0.017663,126.846
2000,17.4,0.0254,31.7,0.017663,124.356
2500,17.4,0.0254,31.7,0.017663,124.166
3150,17.4,0.0254,31.7,0.017663,123.466
4000,17.4,0.0254,31.7,0.017663,121.996
5000,17.4,0.0254,31.7,0.017663,117.996
315,22.2,0.0254,71.3,0.021418,115.857
400,22.2,0.0254,71.3,0.021418,117.927
500,22.2,0.0254,71.3,0.021418,117.967
630,22.2,0.0254,71.3,0.021418,120.657
800,22.2,0.0254,71.3,0.021418,123.227
1000,22.2,0.0254,71.3,0.021418,134.247
1250,22.2,0.0254,71.3,0.021418,140.987
1600,22.2,0.0254,71.3,0.021418,131.817
2000,22.2,0.0254,71.3,0.021418,127.197
2500,22.2,0.0254,71.3,0.021418,126.097
3150,22.2,0.0254,71.3,0.021418,124.127
4000,22.2,0.0254,71.3,0.021418,123.917
5000,22.2,0.0254,71.3,0.021418,125.727
6300,22.2,0.0254,71.3,0.021418,123.127
8000,22.2,0.0254,71.3,0.021418,121.657
200,22.2,0.0254,39.6,0.022903,116.066
250,22.2,0.0254,39.6,0.022903,117.386
315,22.2,0.0254,39.6,0.022903,120.716
400,22.2,0.0254,39.6,0.022903,123.416
500,22.2,0.0254,39.6,0.022903,129.776
630,22.2,0.0254,39.6,0.022903,137.026
800,22.2,0.0254,39.6,0.022903,137.076
1000,22.2,0.0254,39.6,0.022903,128.416
1250,22.2,0.0254,39.6,0.022903,126.446
1600,22.2,0.0254,39.6,0.022903,122.216
2000,22.2,0.0254,39.6,0.022903,121.256
2500,22.2,0.0254,39.6,0.022903,121.306
3150,22.2,0.0254,39.6,0.022903,120.856
4000,22.2,0.0254,39.6,0.022903,119.646
5000,22.2,0.0254,39.6,0.022903,118.816
630,0,0.1016,71.3,0.001211,124.155
800,0,0.1016,71.3,0.001211,126.805
1000,0,0.1016,71.3,0.001211,128.825
1250,0,0.1016,71.3,0.001211,130.335
1600,0,0.1016,71.3,0.001211,131.725
2000,0,0.1016,71.3,0.001211,132.095
2500,0,0.1016,71.3,0.001211,132.595
3150,0,0.1016,71.3,0.001211,131.955
4000,0,0.1016,71.3,0.001211,130.935
5000,0,0.1016,71.3,0.001211,130.795
6300,0,0.1016,71.3,0.001211,129.395
8000,0,0.1016,71.3,0.001211,125.465
10000,0,0.1016,71.3,0.001211,123.305
12500,0,0.1016,71.3,0.001211,119.375
630,0,0.1016,55.5,0.00132,126.17
800,0,0.1016,55.5,0.00132,127.92
1000,0,0.1016,55.5,0.00132,129.8
1250,0,0.1016,55.5,0.00132,131.43
1600,0,0.1016,55.5,0.00132,132.05
2000,0,0.1016,55.5,0.00132,132.54
2500,0,0.1016,55.5,0.00132,133.04
3150,0,0.1016,55.5,0.00132,131.78
4000,0,0.1016,55.5,0.00132,129.5
5000,0,0.1016,55.5,0.00132,128.36
6300,0,0.1016,55.5,0.00132,127.73
8000,0,0.1016,55.5,0.00132,124.45
10000,0,0.1016,55.5,0.00132,121.93
12500,0,0.1016,55.5,0.00132,119.91
630,0,0.1016,39.6,0.001463,125.401
800,0,0.1016,39.6,0.001463,128.401
1000,0,0.1016,39.6,0.001463,130.781
1250,0,0.1016,39.6,0.001463,132.271
1600,0,0.1016,39.6,0.001463,133.261
2000,0,0.1016,39.6,0.001463,133.251
2500,0,0.1016,39.6,0.001463,132.611
3150,0,0.1016,39.6,0.001463,130.961
4000,0,0.1016,39.6,0.001463,127.801
5000,0,0.1016,39.6,0.001463,126.021
6300,0,0.1016,39.6,0.001463,125.631
8000,0,0.1016,39.6,0.001463,122.341
10000,0,0.1016,39.6,0.001463,119.561
630,0,0.1016,31.7,0.001501,126.413
800,0,0.1016,31.7,0.001501,129.053
1000,0,0.1016,31.7,0.001501,131.313
1250,0,0.1016,31.7,0.001501,133.063
1600,0,0.1016,31.7,0.001501,133.553
2000,0,0.1016,31.7,0.001501,133.153
2500,0,0.1016,31.7,0.001501,132.003
3150,0,0.1016,31.7,0.001501,129.973
4000,0,0.1016,31.7,0.001501,126.933
5000,0,0.1016,31.7,0.001501,124.393
6300,0,0.1016,31.7,0.001501,124.253
8000,0,0.1016,31.7,0.001501,120.193
10000,0,0.1016,31.7,0.001501,115.893
800,3.3,0.1016,71.3,0.002028,131.074
1000,3.3,0.1016,71.3,0.002028,131.434
1250,3.3,0.1016,71.3,0.002028,132.304
1600,3.3,0.1016,71.3,0.002028,133.664
2000,3.3,0.1016,71.3,0.002028,134.034
2500,3.3,0.1016,71.3,0.002028,133.894
3150,3.3,0.1016,71.3,0.002028,132.114
4000,3.3,0.1016,71.3,0.002028,128.704
5000,3.3,0.1016,71.3,0.002028,127.054
6300,3.3,0.1016,71.3,0.002028,124.904
8000,3.3,0.1016,71.3,0.002028,121.234
10000,3.3,0.1016,71.3,0.002028,116.694
630,3.3,0.1016,55.5,0.002211,126.599
800,3.3,0.1016,55.5,0.002211,129.119
1000,3.3,0.1016,55.5,0.002211,131.129
1250,3.3,0.1016,55.5,0.002211,132.769
1600,3.3,0.1016,55.5,0.002211,133.649
2000,3.3,0.1016,55.5,0.002211,133.649
2500,3.3,0.1016,55.5,0.002211,132.889
3150,3.3,0.1016,55.5,0.002211,130.629
4000,3.3,0.1016,55.5,0.002211,127.229
5000,3.3,0.1016,55.5,0.002211,124.839
6300,3.3,0.1016,55.5,0.002211,123.839
8000,3.3,0.1016,55.5,0.002211,120.569
10000,3.3,0.1016,55.5,0.002211,115.659
630,3.3,0.1016,39.6,0.002451,127.251
800,3.3,0.1016,39.6,0.002451,129.991
1000,3.3,0.1016,39.6,0.002451,131.971
1250,3.3,0.1016,39.6,0.002451,133.211
1600,3.3,0.1016,39.6,0.002451,133.071
2000,3.3,0.1016,39.6,0.002451,132.301
2500,3.3,0.1016,39.6,0.002451,130.791
3150,3.3,0.1016,39.6,0.002451,128.401
4000,3.3,0.1016,39.6,0.002451,124.881
5000,3.3,0.1016,39.6,0.002451,122.371
6300,3.3,0.1016,39.6,0.002451,120.851
8000,3.3,0.1016,39.6,0.002451,118.091
10000,3.3,0.1016,39.6,0.002451,115.321
630,3.3,0.1016,31.7,0.002514,128.952
800,3.3,0.1016,31.7,0.002514,131.362
1000,3.3,0.1016,31.7,0.002514,133.012
1250,3.3,0.1016,31.7,0.002514,134.022
1600,3.3,0.1016,31.7,0.002514,133.402
2000,3.3,0.1016,31.7,0.002514,131.642
2500,3.3,0.1016,31.7,0.002514,130.392
3150,3.3,0.1016,31.7,0.002514,128.252
4000,3.3,0.1016,31.7,0.002514,124.852
5000,3.3,0.1016,31.7,0.002514,122.082
6300,3.3,0.1016,31.7,0.002514,120.702
8000,3.3,0.1016,31.7,0.002514,117.432
630,6.7,0.1016,71.3,0.004783,131.448
800,6.7,0.1016,71.3,0.004783,134.478
1000,6.7,0.1016,71.3,0.004783,136.758
1250,6.7,0.1016,71.3,0.004783,137.658
1600,6.7,0.1016,71.3,0.004783,136.678
2000,6.7,0.1016,71.3,0.004783,134.568
2500,6.7,0.1016,71.3,0.004783,131.458
3150,6.7,0.1016,71.3,0.004783,124.458
500,6.7,0.1016,55.5,0.005214,129.343
630,6.7,0.1016,55.5,0.005214,133.023
800,6.7,0.1016,55.5,0.005214,135.953
1000,6.7,0.1016,55.5,0.005214,137.233
1250,6.7,0.1016,55.5,0.005214,136.883
1600,6.7,0.1016,55.5,0.005214,133.653
2000,6.7,0.1016,55.5,0.005214,129.653
2500,6.7,0.1016,55.5,0.005214,124.273
400,6.7,0.1016,39.6,0.005781,128.295
500,6.7,0.1016,39.6,0.005781,130.955
630,6.7,0.1016,39.6,0.005781,133.355
800,6.7,0.1016,39.6,0.005781,134.625
1000,6.7,0.1016,39.6,0.005781,134.515
1250,6.7,0.1016,39.6,0.005781,132.395
1600,6.7,0.1016,39.6,0.005781,127.375
2000,6.7,0.1016,39.6,0.005781,122.235
315,6.7,0.1016,31.7,0.005929,126.266
400,6.7,0.1016,31.7,0.005929,128.296
500,6.7,0.1016,31.7,0.005929,130.206
630,6.7,0.1016,31.7,0.005929,132.116
800,6.7,0.1016,31.7,0.005929,132.886
1000,6.7,0.1016,31.7,0.005929,131.636
1250,6.7,0.1016,31.7,0.005929,129.256
1600,6.7,0.1016,31.7,0.005929,124.346
2000,6.7,0.1016,31.7,0.005929,120.446
200,8.9,0.1016,71.3,0.010309,133.503
250,8.9,0.1016,71.3,0.010309,134.533
315,8.9,0.1016,71.3,0.010309,136.583
400,8.9,0.1016,71.3,0.010309,138.123
500,8.9,0.1016,71.3,0.010309,138.523
630,8.9,0.1016,71.3,0.010309,138.423
800,8.9,0.1016,71.3,0.010309,137.813
1000,8.9,0.1016,71.3,0.010309,135.433
1250,8.9,0.1016,71.3,0.010309,132.793
1600,8.9,0.1016,71.3,0.010309,128.763
2000,8.9,0.1016,71.3,0.010309,124.233
2500,8.9,0.1016,71.3,0.010309,123.623
3150,8.9,0.1016,71.3,0.010309,123.263
4000,8.9,0.1016,71.3,0.010309,120.243
5000,8.9,0.1016,71.3,0.010309,116.723
6300,8.9,0.1016,71.3,0.010309,117.253
200,8.9,0.1016,39.6,0.01246,133.42
250,8.9,0.1016,39.6,0.01246,134.34
315,8.9,0.1016,39.6,0.01246,135.38
400,8.9,0.1016,39.6,0.01246,135.54
500,8.9,0.1016,39.6,0.01246,133.79
630,8.9,0.1016,39.6,0.01246,131.92
800,8.9,0.1016,39.6,0.01246,130.94
1000,8.9,0.1016,39.6,0.01246,129.58
1250,8.9,0.1016,39.6,0.01246,127.71
1600,8.9,0.1016,39.6,0.01246,123.82
2000,8.9,0.1016,39.6,0.01246,119.04
2500,8.9,0.1016,39.6,0.01246,119.19
3150,8.9,0.1016,39.6,0.01246,119.35
4000,8.9,0.1016,39.6,0.01246,116.22
5000,8.9,0.1016,39.6,0.01246,113.08
6300,8.9,0.1016,39.6,0.01246,113.11
200,12.3,0.1016,71.3,0.033779,130.588
250,12.3,0.1016,71.3,0.033779,131.568
315,12.3,0.1016,71.3,0.033779,137.068
400,12.3,0.1016,71.3,0.033779,139.428
500,12.3,0.1016,71.3,0.033779,140.158
630,12.3,0.1016,71.3,0.033779,135.368
800,12.3,0.1016,71.3,0.033779,127.318
1000,12.3,0.1016,71.3,0.033779,127.928
1250,12.3,0.1016,71.3,0.033779,126.648
1600,12.3,0.1016,71.3,0.033779,124.748
2000,12.3,0.1016,71.3,0.033779,122.218
2500,12.3,0.1016,71.3,0.033779,121.318
3150,12.3,0.1016,71.3,0.033779,120.798
4000,12.3,0.1016,71.3,0.033779,118.018
5000,12.3,0.1016,71.3,0.033779,116.108
6300,12.3,0.1016,71.3,0.033779,113.958
200,12.3,0.1016,55.5,0.036823,132.304
250,12.3,0.1016,55.5,0.036823,133.294
315,12.3,0.1016,55.5,0.036823,135.674
400,12.3,0.1016,55.5,0.036823,136.414
500,12.3,0.1016,55.5,0.036823,133.774
630,12.3,0.1016,55.5,0.036823,124.244
800,12.3,0.1016,55.5,0.036823,125.114
1000,12.3,0.1016,55.5,0.036823,125.484
1250,12.3,0.1016,55.5,0.036823,124.214
1600,12.3,0.1016,55.5,0.036823,121.824
2000,12.3,0.1016,55.5,0.036823,118.564
2500,12.3,0.1016,55.5,0.036823,117.054
3150,12.3,0.1016,55.5,0.036823,116.914
4000,12.3,0.1016,55.5,0.036823,114.404
5000,12.3,0.1016,55.5,0.036823,112.014
6300,12.3,0.1016,55.5,0.036823,110.124
200,12.3,0.1016,39.6,0.040827,128.545
250,12.3,0.1016,39.6,0.040827,129.675
315,12.3,0.1016,39.6,0.040827,129.415
400,12.3,0.1016,39.6,0.040827,128.265
500,12.3,0.1016,39.6,0.040827,122.205
630,12.3,0.1016,39.6,0.040827,121.315
800,12.3,0.1016,39.6,0.040827,122.315
1000,12.3,0.1016,39.6,0.040827,122.435
1250,12.3,0.1016,39.6,0.040827,121.165
1600,12.3,0.1016,39.6,0.040827,117.875
2000,12.3,0.1016,39.6,0.040827,114.085
2500,12.3,0.1016,39.6,0.040827,113.315
3150,12.3,0.1016,39.6,0.040827,113.055
4000,12.3,0.1016,39.6,0.040827,110.905
5000,12.3,0.1016,39.6,0.040827,108.625
6300,12.3,0.1016,39.6,0.040827,107.985
200,12.3,0.1016,31.7,0.041876,124.987
250,12.3,0.1016,31.7,0.041876,125.857
315,12.3,0.1016,31.7,0.041876,124.717
400,12.3,0.1016,31.7,0.041876,123.207
500,12.3,0.1016,31.7,0.041876,118.667
630,12.3,0.1016,31.7,0.041876,119.287
800,12.3,0.1016,31.7,0.041876,120.037
1000,12.3,0.1016,31.7,0.041876,119.777
1250,12.3,0.1016,31.7,0.041876,118.767
1600,12.3,0.1016,31.7,0.041876,114.477
2000,12.3,0.1016,31.7,0.041876,110.447
2500,12.3,0.1016,31.7,0.041876,110.317
3150,12.3,0.1016,31.7,0.041876,110.307
4000,12.3,0.1016,31.7,0.041876,108.407
5000,12.3,0.1016,31.7,0.041876,107.147
6300,12.3,0.1016,31.7,0.041876,107.267
200,15.6,0.1016,71.3,0.043726,130.898
250,15.6,0.1016,71.3,0.043726,132.158
315,15.6,0.1016,71.3,0.043726,133.808
400,15.6,0.1016,71.3,0.043726,134.058
500,15.6,0.1016,71.3,0.043726,130.638
630,15.6,0.1016,71.3,0.043726,122.288
800,15.6,0.1016,71.3,0.043726,124.188
1000,15.6,0.1016,71.3,0.043726,124.438
1250,15.6,0.1016,71.3,0.043726,123.178
1600,15.6,0.1016,71.3,0.043726,121.528
2000,15.6,0.1016,71.3,0.043726,119.888
2500,15.6,0.1016,71.3,0.043726,118.998
3150,15.6,0.1016,71.3,0.043726,116.468
4000,15.6,0.1016,71.3,0.043726,113.298
200,15.6,0.1016,39.6,0.052849,123.514
250,15.6,0.1016,39.6,0.052849,124.644
315,15.6,0.1016,39.6,0.052849,122.754
400,15.6,0.1016,39.6,0.052849,120.484
500,15.6,0.1016,39.6,0.052849,115.304
630,15.6,0.1016,39.6,0.052849,118.084
800,15.6,0.1016,39.6,0.052849,118.964
1000,15.6,0.1016,39.6,0.052849,119.224
1250,15.6,0.1016,39.6,0.052849,118.214
1600,15.6,0.1016,39.6,0.052849,114.554
2000,15.6,0.1016,39.6,0.052849,110.894
2500,15.6,0.1016,39.6,0.052849,110.264
3150,15.6,0.1016,39.6,0.052849,109.254
4000,15.6,0.1016,39.6,0.052849,106.604
5000,15.6,0.1016,39.6,0.052849,106.224
6300,15.6,0.1016,39.6,0.052849,104.204
